id,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
70c52749,41.0,33.0,3.0,3.0,0.0,1.0,1.0,8.0,5.0,0.0,2.0,0.0,1.0,0.0,Matches
8f696594,165.0,97.0,31.0,17.0,8.0,9.0,3.0,25.0,17.0,2.0,4.0,0.0,2.0,0.0,Matches
1545cf15,15.0,11.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
6690ef25,8.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
c6e5d20f,60.0,54.0,0.0,1.0,2.0,1.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,Matches
e472a6f6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
33887998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
ce492295,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
cb9ec45d,31.0,23.0,5.0,0.0,2.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Matches
fe6c1add,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
b66d1d8a,5.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches
85613cf0,28.0,18.0,0.0,3.0,3.0,2.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,Matches
f76022e7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
e6777e6b,17.0,10.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
34e4343c,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
065dc209,56.0,39.0,0.0,7.0,5.0,4.0,1.0,8.0,3.0,0.0,2.0,2.0,1.0,0.0,Matches
cdc4458b,9.0,5.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
7e82a78f,74.0,44.0,19.0,0.0,1.0,9.0,1.0,9.0,5.0,3.0,0.0,0.0,1.0,0.0,Matches
84d94b91,31.0,20.0,3.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches
4a57580c,11.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
e97150c0,19.0,16.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2591b066,15.0,11.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
5f26e0c5,15.0,11.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,Matches
28a65a2c,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
19ba6c6d,49.0,34.0,0.0,2.0,6.0,6.0,1.0,8.0,7.0,0.0,0.0,0.0,1.0,0.0,Matches
af0c835b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
96726741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
