matches,minutes,nineties,starts,completed,sub,sub_unused,onpitch_goals,onpitch_goals_ag,onpitch_goals_delta,onpitch_xg,onpitch_xga,onpitch_xg_delta,season,comp,id
30,2137,23,24,14,6,6,21,49,-28,23.8,40.7,-17,23,FRA,7978cbf0
7,173,1,0,0,7,4,2,4,-2,1.9,3.0,-1,23,FRA,79a793b7
26,1428,15,15,8,11,3,8,26,-18,14.6,24.0,-9,23,FRA,79b2399c
1,1,0,0,0,1,1,0,0,0,0.0,0.0,0,23,FRA,7a3f8712
38,3054,33,34,20,4,0,65,22,43,60.6,35.9,24,23,FRA,7a42d0df
1,11,0,0,0,1,11,0,1,-1,0.2,0.1,0,23,FRA,7af655fe
21,1043,11,11,4,10,9,13,18,-5,17.9,16.3,1,23,FRA,7b082ec2
36,2401,26,30,7,6,1,50,41,9,36.9,38.8,-1,23,FRA,7b9a9e25
4,47,0,0,0,4,1,1,1,0,0.3,0.8,0,23,FRA,7be7c08b
32,2346,26,29,13,3,1,29,52,-23,22.8,53.3,-30,23,FRA,7c2965bb
35,2639,29,30,24,5,1,51,31,20,48.4,33.6,14,23,FRA,7c3ed041
37,2755,30,31,19,6,0,42,31,11,46.5,37.0,9,23,FRA,7cdda3bf
9,521,5,6,3,3,15,5,20,-15,7.5,11.7,-4,23,FRA,7d3dfdfd
22,1617,18,17,15,5,12,26,40,-14,21.8,36.9,-15,23,FRA,7d704e92
3,18,0,0,0,3,3,0,0,0,0.4,0.3,0,23,FRA,7d937aa1
35,2547,28,30,15,5,0,33,24,9,40.3,31.1,9,23,FRA,7d9397f8
23,1290,14,16,0,7,12,15,26,-11,15.1,20.5,-5,23,FRA,7dfbba27
7,51,0,0,0,7,8,2,2,0,0.8,1.6,0,23,FRA,7e3e825e
19,1089,12,11,5,8,0,9,21,-12,12.5,16.9,-4,23,FRA,7e82a78f
2,91,1,1,1,1,0,0,1,-1,1.4,0.9,0,23,FRA,7ef972c3
7,601,6,6,6,1,31,11,8,3,11.1,8.6,2,23,FRA,7f41ee30
21,1096,12,11,6,10,11,12,26,-14,13.0,19.6,-6,23,FRA,7f783431
21,1364,15,12,12,9,14,17,36,-19,16.9,23.5,-6,23,FRA,7fecbcdb
31,2072,23,22,8,9,3,44,36,8,39.3,29.1,10,23,FRA,8104e41e
1,16,0,0,0,1,7,0,0,0,0.0,0.5,0,23,FRA,810edef9
36,3086,34,35,32,1,0,65,48,17,56.5,45.3,11,23,FRA,822d51d7
33,2894,32,33,30,0,0,59,22,37,57.9,35.7,22,23,FRA,82464ce3
15,638,7,8,2,7,8,8,14,-6,7.0,9.8,-2,23,FRA,8299e363
22,1250,13,14,6,8,1,14,31,-17,17.0,23.4,-6,23,FRA,83299cc0
17,1069,11,13,2,4,4,18,19,-1,15.5,17.7,-2,23,FRA,8332db56
38,3420,38,38,38,0,0,51,59,-8,48.5,55.4,-6,23,FRA,834b5c4c
6,213,2,2,0,4,2,2,4,-2,1.2,4.2,-3,23,FRA,836dc4a8
21,1308,14,16,7,5,2,14,23,-9,16.6,22.5,-5,23,FRA,83f03b07
2,13,0,0,0,2,6,0,1,-1,0.5,1.3,0,23,FRA,8499c713
2,129,1,2,0,0,1,3,1,2,1.2,1.8,0,23,FRA,85613cf0
31,1820,20,20,4,11,2,21,28,-7,24.8,29.4,-4,23,FRA,8577e60a
2,136,1,1,1,1,5,2,3,-1,1.6,2.2,0,23,FRA,8608f269
38,2517,28,29,4,9,0,52,21,31,49.5,31.1,18,23,FRA,8652a85c
31,2603,28,29,23,2,0,40,37,3,38.6,44.9,-6,23,FRA,868eaba0
32,2661,29,31,22,1,5,38,61,-23,31.2,54.3,-23,23,FRA,86a2ba20
14,495,5,5,0,9,5,4,14,-10,4.1,7.9,-3,23,FRA,86a49468
15,763,8,7,1,8,17,16,20,-4,11.1,13.2,-2,23,FRA,87935cf3
10,501,5,6,0,4,9,4,10,-6,7.5,11.3,-3,23,FRA,87d31635
14,568,6,6,2,8,8,9,12,-3,8.3,11.9,-3,23,FRA,87e9c7cd
10,417,4,6,0,4,3,9,5,4,6.2,4.3,1,23,FRA,8827bf46
24,1264,14,16,2,8,3,17,25,-8,14.2,20.1,-5,23,FRA,8846a40f
32,2071,23,24,7,8,0,26,29,-3,26.3,30.3,-4,23,FRA,88c4d190
34,2870,31,33,30,1,0,43,29,14,47.5,37.1,10,23,FRA,88f130ed
2,25,0,0,0,2,4,0,2,-2,0.3,0.6,0,23,FRA,890bc029
25,895,9,9,2,16,9,16,14,2,11.5,19.6,-8,23,FRA,8a53d24b
3,23,0,0,0,3,1,0,0,0,0.5,0.5,0,23,FRA,8ac64b4e
15,1094,12,14,8,1,6,9,29,-20,11.9,26.0,-14,23,FRA,8bc8829a
13,288,3,2,0,11,3,3,5,-2,3.2,4.2,0,23,FRA,8ca9415f
16,1417,15,16,14,0,17,32,17,15,25.4,17.5,7,23,FRA,8d62d31a
20,1596,17,18,12,2,6,14,33,-19,15.4,40.3,-24,23,FRA,8dbff17c
29,1748,19,18,9,11,1,30,18,12,33.8,17.1,16,23,FRA,8eec784d
17,1277,14,14,13,3,1,21,29,-8,17.4,25.7,-8,23,FRA,8f325097
4,212,2,3,0,1,0,1,3,-2,3.1,2.3,0,23,FRA,8f7e6783
33,2410,26,27,19,6,3,57,27,30,52.9,33.0,19,23,FRA,8fd9996f
1,7,0,0,0,1,12,1,0,1,0.7,0.0,0,23,FRA,906baf89
33,2003,22,23,1,10,0,23,32,-9,24.1,29.2,-5,23,FRA,909222de
1,62,0,1,0,0,8,0,1,-1,0.1,2.2,-2,23,FRA,90a9cc01
24,1976,22,23,16,1,0,28,25,3,34.8,30.8,4,23,FRA,90eb507d
31,2592,28,30,28,1,2,41,30,11,50.6,32.7,17,23,FRA,90f87966
21,644,7,6,0,15,1,11,6,5,11.9,11.8,0,23,FRA,90fcf472
1,11,0,0,0,1,13,0,0,0,0.0,0.4,0,23,FRA,910e3cad
26,1155,12,13,0,13,9,17,12,5,23.6,16.5,7,23,FRA,9226aa22
1,23,0,0,0,1,0,0,0,0,0.4,0.9,0,23,FRA,923f4dda
7,424,4,4,4,3,4,5,9,-4,5.9,9.8,-3,23,FRA,9260926b
31,1530,17,14,2,17,0,16,19,-3,26.5,24.9,1,23,FRA,928a4a61
8,99,1,0,0,8,8,2,2,0,2.1,2.1,0,23,FRA,92b56413
12,136,1,0,0,12,16,4,1,3,4.0,2.3,1,23,FRA,92d90c8f
15,665,7,7,3,8,1,6,8,-2,11.3,10.2,1,23,FRA,92ffb8f9
9,534,5,7,3,2,2,18,14,4,10.7,11.2,0,23,FRA,93c942fb
32,2114,23,28,9,4,4,48,38,10,38.5,33.4,5,23,FRA,942b4f90
1,8,0,0,0,1,3,0,0,0,0.0,0.1,0,23,FRA,94f8d10c
11,189,2,1,0,10,16,2,5,-3,2.3,3.3,-1,23,FRA,95192fe4
6,495,5,6,5,0,32,8,6,2,8.3,5.6,2,23,FRA,967f34d3
1,28,0,0,0,1,1,0,0,0,0.7,0.4,0,23,FRA,96f4ebc0
1,11,0,0,0,1,15,0,0,0,0.1,0.0,0,23,FRA,96fcd380
14,370,4,3,0,11,3,12,2,10,11.2,3.6,7,23,FRA,9744ff80
2,99,1,1,0,1,4,1,2,-1,0.6,2.8,-2,23,FRA,97fb4608
35,2888,32,32,25,3,0,44,54,-10,44.4,49.6,-5,23,FRA,99d660b2
37,3314,36,37,35,0,1,51,55,-4,51.7,54.0,-2,23,FRA,9b545925
2,159,1,2,0,0,0,6,2,4,3.5,2.4,1,23,FRA,9b6f7fd5
8,573,6,7,4,1,3,7,5,2,8.9,9.8,0,23,FRA,9bc9a519
26,2262,25,26,24,0,2,18,45,-27,29.9,38.7,-8,23,FRA,9bdd8118
3,270,3,3,3,0,0,3,6,-3,3.4,4.4,-1,23,FRA,9c221d14
14,218,2,1,0,13,7,4,1,3,3.7,1.8,1,23,FRA,9c2b1f11
1,64,0,0,0,1,4,0,2,-2,0.1,0.9,0,23,FRA,9cd28348
11,990,11,11,11,0,16,12,19,-7,12.8,15.4,-2,23,FRA,9d420dad
6,207,2,2,0,4,13,1,7,-6,3.2,5.3,-2,23,FRA,9d498560
24,1790,19,21,15,3,0,14,42,-28,22.6,29.4,-6,23,FRA,9daeac61
35,2929,32,34,26,1,0,58,40,18,54.8,42.5,12,23,FRA,9dbb75ca
6,406,4,4,4,2,32,7,8,-1,6.1,6.1,0,23,FRA,9e17ccff
26,1115,12,11,0,15,3,22,14,8,17.8,15.5,2,23,FRA,9e7483ff
5,223,2,1,1,4,9,2,3,-1,1.5,4.4,-2,23,FRA,9f0f4b49
7,68,0,0,0,7,9,1,0,1,0.7,1.0,0,23,FRA,9f4a940f
33,2833,31,33,28,0,0,38,43,-5,40.3,48.5,-8,23,FRA,9f936061
32,1119,12,9,7,23,3,18,29,-11,19.9,22.3,-2,23,FRA,a0415710
36,3120,34,35,31,1,1,48,53,-5,48.0,50.7,-2,23,FRA,a08985b8
26,1440,16,15,8,11,5,34,18,16,25.2,24.2,1,23,FRA,a0d55a09
30,1680,18,19,7,11,5,37,20,17,32.5,18.2,14,23,FRA,a0f9b535
17,543,6,5,1,12,7,8,10,-2,10.5,8.1,2,23,FRA,a1232f4e
19,478,5,5,0,14,13,9,4,5,9.0,4.8,4,23,FRA,a1390d2f
30,2484,27,29,19,1,0,34,29,5,48.3,36.7,11,23,FRA,a17a94d6
9,258,2,2,0,7,8,5,3,2,4.7,5.6,0,23,FRA,a1dbfcb1
1,23,0,0,0,1,3,0,0,0,0.0,0.5,0,23,FRA,a3e1d20d
11,665,7,7,6,4,10,8,9,-1,10.8,13.5,-2,23,FRA,a426a912
22,1063,11,13,2,9,7,3,25,-22,7.4,16.8,-9,23,FRA,a45a5d95
38,3420,38,38,38,0,0,52,53,-1,44.5,58.2,-13,23,FRA,a4a44eb0
31,2528,28,28,22,3,0,55,29,26,47.2,31.0,16,23,FRA,a4b1028a
38,3400,37,38,34,0,0,34,61,-27,42.0,58.4,-16,23,FRA,a4b798a9
16,526,5,6,0,10,10,8,6,2,7.9,7.4,0,23,FRA,a5db0bec
14,326,3,2,0,12,4,7,2,5,8.0,3.7,4,23,FRA,a62f8bf1
31,2349,26,23,18,8,1,42,31,11,42.3,31.6,10,23,FRA,a65c844b
2,69,0,0,0,2,3,0,4,-4,0.5,2.0,-1,23,FRA,a94571f6
24,1794,19,19,18,5,11,11,40,-29,19.0,28.4,-9,23,FRA,a94d93be
6,291,3,3,2,3,6,4,5,-1,6.0,6.2,0,23,FRA,a99138af
30,2578,28,29,26,1,2,15,58,-43,26.1,40.2,-14,23,FRA,a9d4c241
36,2749,30,32,18,4,1,56,32,24,49.5,31.3,18,23,FRA,aad56ca3
19,1137,12,12,9,7,2,33,11,22,24.9,12.7,12,23,FRA,ac73ec79
38,3330,37,37,36,1,0,67,56,11,60.0,52.1,7,23,FRA,ad82197c
7,294,3,3,2,4,4,5,3,2,6.4,2.9,3,23,FRA,ae11ba3d
11,730,8,9,7,2,0,30,9,21,21.6,9.6,12,23,FRA,aef6e670
8,511,5,5,4,3,18,5,13,-8,4.8,15.9,-11,23,FRA,aefa3050
35,2399,26,27,17,8,0,25,39,-14,29.3,36.6,-7,23,FRA,af0c835b
34,1446,16,16,2,18,0,14,26,-12,16.7,30.4,-13,23,FRA,af3ddb2e
6,177,2,2,0,4,12,3,1,2,3.2,1.5,1,23,FRA,af69e7f0
38,3420,38,38,38,0,0,70,58,12,62.1,53.2,8,23,FRA,afb0c500
27,1452,16,15,7,12,1,22,23,-1,17.8,25.3,-7,23,FRA,afe39ca8
14,1010,11,12,10,2,15,20,12,8,16.1,14.0,2,23,FRA,b003239d
12,261,2,2,1,10,9,5,3,2,4.6,1.5,3,23,FRA,b026bbf6
27,1628,18,18,10,9,4,20,38,-18,18.4,40.7,-22,23,FRA,b088d5d3
13,834,9,9,2,4,0,12,23,-11,13.5,15.6,-2,23,FRA,b0c71810
11,707,7,8,5,3,9,5,18,-13,6.9,13.8,-6,23,FRA,b20cc590
25,2017,22,24,18,1,0,41,24,17,41.6,22.2,19,23,FRA,b2336681
26,1901,21,21,17,5,8,11,47,-36,17.8,32.8,-15,23,FRA,b2791a55
34,2783,30,32,23,2,0,54,41,13,54.6,34.6,20,23,FRA,b2bd0f6c
1,8,0,0,0,1,2,0,0,0,0.0,0.1,0,23,FRA,b2fe86e5
28,2176,24,25,17,3,1,18,43,-25,28.1,32.7,-4,23,FRA,b3244eeb
34,1872,20,21,9,13,4,38,22,16,36.4,28.1,8,23,FRA,b34c63a5
32,2880,32,32,32,0,6,52,31,21,58.4,31.8,26,23,FRA,b3d76d84
33,2184,24,26,1,7,2,44,23,21,42.9,26.6,16,23,FRA,b3f8bdef
2,12,0,0,0,2,15,0,0,0,0.4,0.1,0,23,FRA,b4ef3fb5
21,810,9,9,1,12,12,14,8,6,14.3,14.3,0,23,FRA,b5bb8188
11,402,4,5,0,6,16,6,4,2,8.6,5.7,2,23,FRA,b625b241
36,2353,26,28,5,8,1,32,36,-4,35.6,36.6,-1,23,FRA,b70afb45
30,1260,14,15,2,15,2,12,21,-9,15.2,18.8,-3,23,FRA,b73f17f8
25,1449,16,19,2,6,0,22,21,1,19.2,26.7,-7,23,FRA,b8c1de25
11,250,2,1,0,10,14,3,5,-2,3.5,2.9,0,23,FRA,b94b8be1
32,2677,29,31,25,1,1,51,35,16,43.400000000000006,37.2,6,23,FRA,b99bec05
20,657,7,7,0,13,10,5,6,-1,8.8,9.8,-1,23,FRA,badcdcae
6,224,2,3,0,3,1,3,3,0,3.2,2.5,0,23,FRA,bc7b4580
25,1249,13,12,4,13,2,10,28,-18,17.5,20.7,-3,23,FRA,bc7cc472
10,260,2,3,0,7,27,6,2,4,5.8,3.5,2,23,FRA,be98f358
26,1320,14,15,4,11,2,19,28,-9,15.8,24.1,-8,23,FRA,beae3a73
30,1849,20,24,3,6,0,32,24,8,31.0,26.0,5,23,FRA,bf4c41f9
6,415,4,4,4,2,30,3,6,-3,5.8,10.0,-4,23,FRA,bfb2056e
2,180,2,2,2,0,14,5,1,4,2.1,2.1,0,23,FRA,c03b7266
22,1028,11,9,5,13,13,20,11,9,21.6,9.6,12,23,FRA,c066d1a5
27,1892,21,21,10,6,0,45,21,24,40.5,27.0,13,23,FRA,c0c7ff58
3,36,0,0,0,3,14,1,1,0,0.4,0.2,0,23,FRA,c25a7a2a
37,2473,27,28,12,9,0,38,45,-7,38.9,42.3,-3,23,FRA,c2a6033c
32,2646,29,31,25,1,2,39,65,-26,32.0,55.7,-23,23,FRA,c3725db2
20,1320,14,14,11,6,5,29,17,12,23.7,21.8,1,23,FRA,c385bf49
7,586,6,6,6,1,6,6,14,-8,7.0,11.3,-4,23,FRA,c4065f40
18,1608,17,17,17,1,9,19,24,-5,17.6,28.7,-11,23,FRA,c4173f1a
11,362,4,4,2,7,8,1,8,-7,2.9,6.8,-3,23,FRA,c43a8336
7,101,1,0,0,7,4,2,1,1,1.7,2.0,0,23,FRA,c5908bc4
7,479,5,6,1,1,0,4,7,-3,4.3,8.7,-4,23,FRA,c5adc293
4,128,1,1,0,3,17,2,2,0,0.9,2.2,-1,23,FRA,c5e6c017
14,1166,13,14,12,0,0,21,26,-5,15.8,19.9,-4,23,FRA,c631f952
8,506,5,6,2,2,20,16,3,13,12.0,5.1,6,23,FRA,c678ddd7
31,2063,22,22,14,9,6,32,25,7,32.4,29.5,2,23,FRA,c6e5d20f
35,2215,24,26,9,9,0,38,32,6,36.0,35.7,0,23,FRA,c76b7567
4,209,2,2,0,2,1,0,4,-4,0.6,4.0,-3,23,FRA,c7eebddf
26,1332,14,14,6,12,3,8,36,-28,12.1,24.1,-12,23,FRA,c801616a
18,658,7,7,0,11,2,12,6,6,11.1,11.0,0,23,FRA,c8c02ac7
10,123,1,0,0,10,11,2,0,2,2.6,2.8,0,23,FRA,c90f380c
27,1658,18,18,8,9,7,16,40,-24,21.6,25.6,-4,23,FRA,c9151d66
26,2222,24,25,22,1,0,33,25,8,31.3,31.5,0,23,FRA,c92c24f0
9,682,7,8,2,1,13,9,6,3,13.5,9.2,4,23,FRA,c9f2f83a
4,148,1,2,0,2,8,2,4,-2,1.9,1.8,0,23,FRA,c9f49454
3,74,0,0,0,3,4,0,2,-2,0.5,1.3,0,23,FRA,ca6f4846
38,2399,26,25,20,13,0,26,35,-9,30.0,39.0,-9,23,FRA,caa7aaea
13,227,2,1,0,12,3,3,3,0,4.4,4.9,0,23,FRA,cad3fd4d
33,1978,22,28,4,5,3,28,23,5,37.4,29.3,8,23,FRA,caef7840
2,31,0,0,0,2,11,2,0,2,1.1,0.6,0,23,FRA,cd9b37a3
37,3166,35,36,22,1,0,61,42,19,63.5,37.0,26,23,FRA,ce50fd99
28,2458,27,28,23,0,0,37,33,4,35.8,39.4,-3,23,FRA,cea59f02
23,1779,19,21,14,2,3,27,23,4,32.2,23.3,8,23,FRA,cf182add
14,673,7,7,5,7,16,8,15,-7,8.8,12.2,-3,23,FRA,cf1ef7ec
19,1315,14,15,9,4,1,21,26,-5,13.3,30.1,-16,23,FRA,cfa49cc1
34,2234,24,28,7,6,4,22,53,-31,27.3,40.1,-12,23,FRA,d14229f3
17,806,9,9,1,8,3,5,15,-10,7.8,12.9,-5,23,FRA,d21e361a
26,1250,13,15,4,11,0,14,18,-4,21.2,15.9,5,23,FRA,d33c706e
32,1688,18,19,6,13,5,20,31,-11,19.4,28.6,-9,23,FRA,d4d35152
20,569,6,4,0,16,7,8,13,-5,9.5,11.5,-1,23,FRA,d504b3e1
13,537,6,6,1,7,3,10,10,0,9.2,10.1,0,23,FRA,d5326924
21,1595,17,19,12,2,3,28,26,2,31.7,21.5,10,23,FRA,d56b9520
18,838,9,9,5,9,6,18,16,2,17.0,11.4,5,23,FRA,d5d22a58
33,2717,30,30,26,3,0,71,28,43,62.7,36.1,26,23,FRA,d5f2f82b
13,842,9,9,7,4,4,9,16,-7,10.3,16.5,-6,23,FRA,d60cf08d
32,2837,31,32,27,0,0,77,31,46,64.7,38.9,25,23,FRA,d70ce98e
2,23,0,0,0,2,2,1,0,1,0.5,0.4,0,23,FRA,d7547531
6,300,3,3,2,3,6,2,7,-5,2.2,6.2,-4,23,FRA,d75f3980
3,131,1,1,0,2,10,0,2,-2,1.9,3.1,-1,23,FRA,d8c19a60
26,2157,24,25,21,1,5,48,32,16,40.8,33.5,7,23,FRA,d9764034
30,2667,29,30,29,0,5,35,65,-30,33.4,61.8,-28,23,FRA,db3164e1
33,2535,28,29,16,4,0,33,34,-1,32.4,41.8,-9,23,FRA,db7849ca
2,180,2,2,2,0,20,1,2,-1,2.6,2.3,0,23,FRA,db87a2c4
35,2916,32,34,19,1,0,39,36,3,52.4,42.3,10,23,FRA,dbd3a428
21,1812,20,21,20,0,1,33,29,4,26.9,29.5,-2,23,FRA,dc29b608
29,2438,27,28,23,1,0,41,40,1,32.1,45.9,-13,23,FRA,dd211559
12,482,5,6,2,6,3,4,6,-2,5.0,7.6,-2,23,FRA,de488e56
35,3127,34,35,33,0,1,59,38,21,55.4,41.3,14,23,FRA,df8d6029
2,82,0,0,0,2,8,1,1,0,1.9,2.0,0,23,FRA,dfc5d4fa
9,91,1,0,0,9,12,2,0,2,1.1,1.3,0,23,FRA,dff0c299
3,52,0,0,0,3,1,4,1,3,2.2,0.3,1,23,FRA,dff153a4
26,1081,12,11,3,15,8,12,23,-11,13.4,20.1,-6,23,FRA,e05082d1
32,2568,28,30,27,2,2,27,41,-14,31.0,38.9,-7,23,FRA,e0f3a1f6
1,90,1,1,1,0,0,1,1,0,0.9,1.2,0,23,FRA,e110ea4b
20,1325,14,15,8,5,2,6,34,-28,8.3,20.7,-12,23,FRA,e3844ecb
7,456,5,5,2,2,9,4,5,-1,5.4,6.3,0,23,FRA,e3e32fbb
3,25,0,0,0,3,1,0,2,-2,0.3,1.2,0,23,FRA,e4114f5d
28,2053,22,23,19,5,1,57,19,38,48.9,27.2,21,23,FRA,e42d61c7
3,20,0,0,0,3,7,2,1,1,1.7,0.7,0,23,FRA,e4448c8c
35,2859,31,35,22,0,0,25,71,-46,32.9,51.5,-18,23,FRA,e472a6f6
31,1655,18,20,3,11,6,29,29,0,22.1,29.1,-7,23,FRA,e546b2e3
33,1923,21,23,4,10,0,39,37,2,28.9,36.9,-8,23,FRA,e54a9890
38,3191,35,36,32,2,0,42,78,-36,35.9,70.6,-34,23,FRA,e5c1e0ca
13,916,10,12,6,1,4,10,15,-5,11.0,12.7,-1,23,FRA,e6eadfb8
36,2849,31,32,27,4,1,55,33,22,52.8,36.3,16,23,FRA,e76cb9cc
1,2,0,0,0,1,12,0,0,0,0.0,0.0,0,23,FRA,e76f6fbe
23,877,9,8,3,15,10,11,11,0,14.7,11.7,3,23,FRA,e7986081
10,515,5,6,1,4,0,6,5,1,9.8,8.0,1,23,FRA,e7d59f4f
31,688,7,5,0,26,5,14,13,1,10.7,13.3,-2,23,FRA,ea0ff634
9,212,2,2,1,7,3,1,4,-3,2.6,3.9,-1,23,FRA,eb0db257
14,1116,12,13,8,1,0,11,13,-2,14.3,18.7,-4,23,FRA,eba1e557
15,1009,11,11,7,4,1,17,26,-9,14.2,21.4,-7,23,FRA,ed39121c
36,3032,33,34,29,2,0,56,37,19,55.8,39.3,16,23,FRA,ed45c4a5
1,1,0,0,0,1,10,1,0,1,0.1,0.5,0,23,FRA,ed8cecc9
21,1064,11,12,2,9,0,18,14,4,21.6,12.3,9,23,FRA,ed90babd
1,90,1,1,1,0,36,3,1,2,3.0,3.1,0,23,FRA,edbe46dc
31,2214,24,24,14,7,1,52,35,17,39.1,34.6,4,23,FRA,ee45fd85
7,293,3,2,0,5,8,8,2,6,5.7,4.4,1,23,FRA,eeba07f8
31,2790,31,31,31,0,4,35,31,4,50.1,41.5,8,23,FRA,eedea60b
27,1584,17,18,6,9,0,25,10,15,28.2,17.2,11,23,FRA,ef619b0b
27,1947,21,22,14,5,3,14,36,-22,22.3,30.0,-7,23,FRA,ef8ae23b
34,2916,32,33,28,1,0,55,35,20,58.6,32.6,26,23,FRA,ef9c1c95
32,2816,31,32,31,0,0,54,39,15,50.1,43.1,7,23,FRA,f00de885
20,1654,18,19,17,1,2,29,26,3,23.3,27.4,-4,23,FRA,f066022d
34,2991,33,34,30,0,0,53,39,14,51.4,43.8,7,23,FRA,f0661424
6,540,6,6,6,0,28,3,15,-12,5.5,9.6,-4,23,FRA,f19f32b1
23,1548,17,18,8,5,1,45,16,29,38.0,19.5,18,23,FRA,f20e4cc9
7,356,4,3,3,4,25,10,5,5,6.7,7.0,0,23,FRA,f28474a4
1,1,0,0,0,1,1,0,0,0,0.0,0.0,0,23,FRA,f29131b5
30,2695,29,30,29,0,3,51,45,6,41.4,47.6,-6,23,FRA,f323d995
8,552,6,6,4,2,0,11,6,5,9.2,6.8,2,23,FRA,f3600c02
37,3330,37,37,37,0,0,44,47,-3,46.9,56.9,-10,23,FRA,f41a69e6
27,1060,11,11,2,16,10,15,27,-12,13.3,20.1,-6,23,FRA,f4bc42b1
32,2767,30,32,26,0,0,39,41,-2,36.3,44.3,-8,23,FRA,f5044e54
38,1968,21,23,3,15,0,27,32,-5,27.9,33.9,-6,23,FRA,f527a32c
4,200,2,3,0,1,1,5,7,-2,3.1,5.5,-2,23,FRA,f5c8b425
6,540,6,6,6,0,12,13,13,0,0.0,0.0,0,23,FRA,f5dfc256
5,184,2,1,0,4,7,2,0,2,2.6,1.6,0,23,FRA,f6496133
5,24,0,0,0,5,9,1,0,1,0.7,0.6,0,23,FRA,f6857b4f
28,1543,17,18,8,10,3,17,24,-7,19.6,28.5,-9,23,FRA,f7691f63
36,2767,30,32,18,4,1,52,39,13,45.6,43.1,2,23,FRA,f81ef10d
18,724,8,10,0,8,19,13,9,4,13.0,11.2,1,23,FRA,f833a830
5,263,2,4,0,1,8,5,8,-3,5.4,5.5,0,23,FRA,f8ce97ca
27,1875,20,22,11,5,2,27,14,13,34.9,25.4,9,23,FRA,f9d5908e
24,718,8,7,2,17,8,17,15,2,10.4,14.3,-3,23,FRA,faf00ab8
32,2497,27,30,14,2,1,19,46,-27,30.4,33.6,-3,23,FRA,fb0ee44e
34,2665,29,30,20,4,0,36,68,-32,31.9,62.4,-30,23,FRA,fb14aa28
34,2431,27,27,23,7,2,22,40,-18,30.6,44.5,-14,23,FRA,fb3236a7
1,59,0,1,0,0,2,1,0,1,0.1,0.8,0,23,FRA,fb4c5b6e
6,89,1,0,0,6,13,1,1,0,1.5,1.7,0,23,FRA,fb55f63a
32,1668,18,18,6,14,1,34,16,18,30.4,20.4,10,23,FRA,fc46aab1
33,2453,27,27,18,6,1,37,26,11,41.0,33.3,7,23,FRA,fc4cf6a7
27,1192,13,14,2,13,6,20,19,1,17.6,22.3,-4,23,FRA,fcc84a07
37,3299,36,37,36,0,0,47,36,11,55.4,43.4,12,23,FRA,fd2bc67d
9,751,8,8,8,1,21,10,16,-6,5.7,16.2,-10,23,FRA,fd78b105
34,1836,20,19,9,15,0,20,44,-24,21.9,32.3,-10,23,FRA,fdbde523
15,795,8,9,3,6,0,8,16,-8,10.0,12.5,-2,23,FRA,feb5d3ab
26,1187,13,14,3,12,5,31,16,15,25.4,17.4,8,23,FRA,fed17f5a
2,36,0,0,0,2,18,0,1,-1,0.2,1.2,-1,23,FRA,ff4d0258
34,1082,12,9,0,25,4,12,21,-9,14.5,18.1,-3,23,FRA,ff4df82e
16,986,11,11,4,5,0,11,15,-4,10.6,15.8,-5,23,FRA,ffec9769
29,1291,14,13,3,16,1,24,13,11,23.3,17.5,5,23,FRA,fffea3e5
25,2250,25,25,25,0,1,30,29,1,30.9,35.1,-4,18,GER,00844823
23,1927,21,22,16,1,4,20,23,-3,25.0,21.4,3,18,GER,00a6485f
1,55,0,1,0,0,1,1,0,1,0.5,1.1,0,18,GER,012c38ec
26,1864,20,19,16,7,0,29,26,3,27.8,29.0,-1,18,GER,016ff750
3,69,0,1,0,2,2,1,3,-2,1.2,1.6,0,18,GER,0174ba21
22,1263,14,13,8,9,4,19,18,1,18.2,16.4,1,18,GER,01c3aff5
2,9,0,0,0,2,1,0,0,0,0.1,0.0,0,18,GER,01e5f06e
34,3060,34,34,34,0,0,53,37,16,46.7,40.2,6,18,GER,03bd0bf4
21,1153,12,10,6,11,0,34,8,26,28.1,9.6,18,18,GER,042e8a49
9,547,6,6,3,3,2,11,10,1,10.7,7.9,2,18,GER,048a1cbc
28,2055,22,23,16,5,6,31,36,-5,30.3,42.3,-12,18,GER,04c11885
23,1551,17,17,14,6,0,51,10,41,41.5,13.8,27,18,GER,05439de2
26,2213,24,25,23,1,5,65,20,45,55.3,24.5,30,18,GER,05d548d8
20,1203,13,15,6,5,2,31,12,19,25.1,14.8,10,18,GER,061e8e23
29,2345,26,29,24,0,1,43,35,8,41.6,28.1,13,18,GER,070ec0b1
30,2655,29,29,29,1,0,38,39,-1,38.0,36.7,1,18,GER,080440a4
25,1473,16,15,10,10,6,16,23,-7,16.6,20.6,-3,18,GER,088ca1bd
21,1507,16,19,7,2,3,45,12,33,37.8,11.8,26,18,GER,09586899
7,201,2,1,0,6,3,1,3,-2,3.7,3.2,0,18,GER,096a77c4
34,3060,34,34,34,0,0,37,40,-3,38.9,45.1,-6,18,GER,0a1cb833
23,1268,14,11,9,12,9,27,22,5,27.1,18.8,8,18,GER,0a89e877
21,919,10,9,2,12,7,20,13,7,15.3,13.6,1,18,GER,0b4f388a
2,95,1,1,0,1,0,1,0,1,1.8,0.4,1,18,GER,0cf778df
33,2906,32,33,32,0,0,28,53,-25,38.3,44.6,-6,18,GER,0d55d942
5,435,4,4,4,1,29,3,10,-7,5.7,8.0,-2,18,GER,0d8a37c2
