att_tackle,cmp_tackle,att_tackle_def,att_tackle_mid,att_tackle_att,cmp_drib_tackle,att_drib_tackle,uns_drib_tackle,block,block_shot,block_pass,intercept,tackle_plus_intercept,clearance,error,season,comp,id
48,34,32,12,4,22,41,19,34,7,27,31,79,114,0,18,ENG,9d107085
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG,9d597f08
1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,18,ENG,9dab6e3b
24,17,6,11,7,4,27,23,19,3,16,7,31,5,0,18,ENG,9dbb75ca
30,19,20,7,3,15,19,4,18,7,11,15,45,45,0,18,ENG,9e525177
3,2,2,1,0,0,1,1,3,3,0,1,4,10,0,18,ENG,9e53837d
25,20,1,19,5,10,30,20,14,2,12,12,37,29,0,18,ENG,9f472354
14,12,7,5,2,6,22,16,5,0,5,10,24,11,0,18,ENG,9f736ed2
0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,18,ENG,9fa0a0b8
96,62,41,43,12,27,87,60,43,9,34,58,154,68,1,18,ENG,9feb8f24
34,18,7,18,9,9,19,10,16,1,15,15,49,6,0,18,ENG,a0666d3e
17,10,10,5,2,5,12,7,11,6,5,25,42,58,1,18,ENG,a1232f4e
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,ENG,a179d516
14,11,4,5,5,6,18,12,18,0,18,8,22,19,0,18,ENG,a1d5bd30
0,0,0,0,0,0,1,1,1,0,1,2,2,0,0,18,ENG,a32204c9
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18,ENG,a36d4785
6,3,2,3,1,3,21,18,11,0,11,3,9,0,0,18,ENG,a39bb753
4,2,4,0,0,1,1,0,3,0,3,1,5,2,0,18,ENG,a3b03921
5,3,3,2,0,2,5,3,1,0,1,9,14,30,0,18,ENG,a440d8ca
23,13,17,6,0,9,18,9,31,23,8,36,59,173,3,18,ENG,a498e276
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,18,ENG,a53649b7
9,6,8,1,0,6,9,3,3,2,1,8,17,4,0,18,ENG,a634b9d2
67,54,32,29,6,18,43,25,32,4,28,28,95,37,1,18,ENG,a65ce836
41,27,25,12,4,14,40,26,23,3,20,58,99,86,0,18,ENG,a67a09fb
5,4,2,3,0,1,3,2,1,0,1,3,8,2,0,18,ENG,a6951bf8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG,a6de6361
20,13,14,6,0,12,27,15,7,3,4,19,39,58,2,18,ENG,a6e316c1
42,33,33,8,1,21,34,13,17,9,8,31,73,74,1,18,ENG,a9142dc3
4,3,1,2,1,0,1,1,0,0,0,0,4,3,0,18,ENG,aa51343f
14,8,4,8,2,3,21,18,15,3,12,11,25,36,0,18,ENG,aa5859cb
9,5,3,6,0,2,9,7,14,2,12,9,18,10,0,18,ENG,aa8e289e
11,4,3,7,1,2,17,15,15,3,12,3,14,44,0,18,ENG,ab070c55
32,17,16,14,2,12,31,19,20,0,20,15,47,17,2,18,ENG,ab651565
1,1,0,1,0,0,1,1,2,0,2,1,2,3,0,18,ENG,ab7263c1
23,13,9,7,7,3,20,17,11,1,10,7,30,5,0,18,ENG,abe66106
15,9,7,6,2,4,14,10,14,0,14,13,28,16,0,18,ENG,ac05f970
8,7,6,2,0,3,7,4,7,4,3,11,19,16,0,18,ENG,ac7d7378
61,43,15,39,7,17,42,25,32,11,21,48,109,93,7,18,ENG,ac861941
23,18,13,10,0,9,36,27,25,11,14,19,42,49,1,18,ENG,ad1ffcfd
70,44,39,28,3,24,97,73,47,4,43,79,149,29,4,18,ENG,ad7b19ef
57,33,39,14,4,26,54,28,37,7,30,44,101,114,0,18,ENG,ae0a7ddf
10,6,2,5,3,4,19,15,3,2,1,2,12,6,0,18,ENG,af721f98
9,5,2,5,2,5,17,12,2,0,2,9,18,11,2,18,ENG,aff418dc
4,3,0,3,1,1,1,0,2,0,2,0,4,0,0,18,ENG,b070482d
37,24,12,14,11,12,35,23,20,1,19,6,43,6,0,18,ENG,b0c71810
36,26,20,13,3,19,44,25,22,1,21,11,47,24,0,18,ENG,b1313ec4
25,13,18,3,4,9,14,5,18,6,12,25,50,56,0,18,ENG,b18095b6
0,0,0,0,0,0,1,1,0,0,0,0,0,8,0,18,ENG,b1b25949
35,24,23,11,1,12,24,12,26,15,11,35,70,101,1,18,ENG,b217ef29
4,4,4,0,0,2,4,2,2,1,1,3,7,3,0,18,ENG,b27b49b4
60,34,35,12,13,24,75,51,49,1,48,35,95,28,0,18,ENG,b28bbd58
30,23,9,13,8,4,23,19,24,0,24,7,37,4,0,18,ENG,b2bc3b1f
14,6,0,7,7,5,26,21,27,0,27,14,28,20,0,18,ENG,b318a643
19,14,7,7,5,3,32,29,24,0,24,9,28,9,0,18,ENG,b400bde0
3,3,2,0,1,0,1,1,3,2,1,2,5,15,0,18,ENG,b581987a
4,3,1,2,1,1,6,5,4,0,4,0,4,6,0,18,ENG,b63f4077
23,15,6,10,7,3,22,19,16,0,16,8,31,6,0,18,ENG,b66315ae
40,25,28,12,0,16,28,12,32,28,4,63,103,162,1,18,ENG,b6964eb6
89,64,33,48,8,16,62,46,44,7,37,48,137,30,2,18,ENG,b7d082af
52,33,16,29,7,16,52,36,32,4,28,27,79,34,0,18,ENG,b827d5b3
6,5,0,5,1,5,8,3,3,1,2,1,7,1,0,18,ENG,b92dd711
72,41,27,35,10,24,64,40,44,9,35,26,98,36,2,18,ENG,b98570d1
113,77,55,52,6,33,92,59,40,4,36,85,198,29,3,18,ENG,b9fbae28
53,34,20,29,4,17,51,34,37,16,21,24,77,27,1,18,ENG,ba1e04b3
64,41,40,20,4,25,36,11,29,11,18,60,124,177,0,18,ENG,ba23a904
54,41,34,14,6,22,54,32,27,3,24,13,67,49,0,18,ENG,bb5fbd2b
3,1,2,1,0,1,5,4,4,2,2,1,4,1,0,18,ENG,bcf30f17
4,2,1,0,3,1,3,2,2,0,2,2,6,5,0,18,ENG,bd1d1cbb
14,11,8,4,2,3,10,7,6,1,5,11,25,8,0,18,ENG,bd8a7d05
36,27,23,13,0,13,27,14,14,6,8,16,52,25,2,18,ENG,bda6ffd4
53,32,30,17,6,18,47,29,24,5,19,57,110,86,1,18,ENG,be927d03
3,3,2,1,0,1,7,6,3,0,3,1,4,3,0,18,ENG,bf54c8cc
18,11,13,4,1,11,21,10,9,5,4,24,42,45,2,18,ENG,c0e27d1a
2,2,1,0,1,1,1,0,3,1,2,5,7,4,0,18,ENG,c204f844
2,1,0,1,1,0,3,3,11,0,11,4,6,3,0,18,ENG,c24dba2a
0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,18,ENG,c3e39f12
4,4,3,1,0,4,6,2,3,0,3,1,5,0,0,18,ENG,c5942695
9,5,2,6,1,1,14,13,15,3,12,3,12,15,0,18,ENG,c596fcb0
33,25,26,5,2,19,43,24,39,28,11,53,86,214,0,18,ENG,c5b7c315
4,3,1,1,2,0,0,0,4,0,4,3,7,0,0,18,ENG,c5bdb6e3
2,0,1,1,0,0,2,2,0,0,0,3,5,2,1,18,ENG,c5f13182
15,9,11,4,0,8,11,3,13,10,3,16,31,120,1,18,ENG,c61f1719
43,29,26,15,2,20,44,24,21,8,13,34,77,65,3,18,ENG,c6896eab
28,20,8,11,9,3,23,20,20,0,20,9,37,8,0,18,ENG,c691bfe2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG,c7aee75b
9,6,3,5,1,3,20,17,10,2,8,3,12,4,0,18,ENG,c92e1a31
40,23,23,16,1,12,34,22,21,6,15,23,63,43,0,18,ENG,c951a6df
23,15,12,9,2,7,19,12,6,0,6,16,39,34,0,18,ENG,ca2bc3df
6,2,1,2,3,0,4,4,5,1,4,2,8,2,0,18,ENG,ca9178af
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG,caa1a7f0
27,20,22,5,0,18,25,7,32,14,18,41,68,133,2,18,ENG,caffaf5a
1,1,1,0,0,1,2,1,1,0,1,0,1,2,4,18,ENG,cb4f24c6
16,4,9,6,1,7,12,5,13,5,8,15,31,52,0,18,ENG,cc2d7ad5
1,1,1,0,0,1,1,0,1,0,1,1,2,26,1,18,ENG,cc70a1d5
37,25,23,9,5,22,36,14,20,5,15,28,65,46,1,18,ENG,cd1acf9d
0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,18,ENG,cde3309f
50,38,35,13,2,21,28,7,42,23,19,61,111,246,2,18,ENG,ce4246f5
20,13,9,5,6,4,12,8,22,1,21,11,31,13,0,18,ENG,ce5143da
2,2,2,0,0,1,5,4,2,0,2,0,2,3,0,18,ENG,ce9c203e
46,30,15,21,10,8,34,26,33,7,26,19,65,22,1,18,ENG,cea4ee8f
58,44,28,27,3,23,61,38,39,2,37,36,94,44,2,18,ENG,cee31595
30,21,10,17,3,11,30,19,22,6,16,15,45,24,1,18,ENG,cf15bbb1
39,32,25,11,3,15,26,11,24,6,18,40,79,81,1,18,ENG,cfd5e123
24,17,17,7,0,10,26,16,9,1,8,12,36,48,0,18,ENG,cfe6238d
23,16,15,7,1,10,21,11,12,9,3,23,46,86,2,18,ENG,d0042ab9
9,6,5,3,1,1,4,3,6,0,6,8,17,8,0,18,ENG,d07e3b41
56,40,21,32,3,17,56,39,36,8,28,34,90,25,0,18,ENG,d080ed5e
1,0,1,0,0,0,7,7,0,0,0,1,2,12,1,18,ENG,d0b3ceb9
36,26,21,10,5,15,32,17,31,4,27,28,64,71,3,18,ENG,d2424d1b
20,11,14,5,1,13,19,6,10,8,2,16,36,73,1,18,ENG,d2bff301
25,16,11,11,3,8,22,14,17,1,16,18,43,19,0,18,ENG,d328a254
32,22,24,8,0,16,27,11,41,32,9,35,67,229,5,18,ENG,d368feb8
2,1,2,0,0,1,3,2,0,0,0,0,2,5,3,18,ENG,d436eb94
54,32,19,29,6,21,48,27,26,7,19,56,110,83,2,18,ENG,d4cb83cc
11,8,7,2,2,7,20,13,20,4,16,17,28,34,0,18,ENG,d56543a0
0,0,0,0,0,0,1,1,1,0,1,2,2,15,3,18,ENG,d596e193
5,4,3,2,0,1,7,6,14,1,13,3,8,7,0,18,ENG,d5dd5f1f
22,13,8,13,1,6,28,22,12,2,10,14,36,0,0,18,ENG,d6f88a1d
19,13,15,4,0,14,26,12,16,11,5,9,28,67,3,18,ENG,d7492450
26,16,10,13,3,5,17,12,11,2,9,11,37,27,1,18,ENG,d790907f
19,14,13,5,1,4,12,8,16,10,6,21,40,40,2,18,ENG,d79a8c87
0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,18,ENG,d822a850
63,46,47,15,1,26,43,17,35,28,7,48,111,181,1,18,ENG,d8931174
11,9,4,5,2,5,13,8,3,0,3,13,24,9,0,18,ENG,d93c2511
9,5,6,3,0,0,8,8,5,2,3,3,12,9,0,18,ENG,d9cfca3d
82,60,20,35,27,15,54,39,43,3,40,24,106,20,1,18,ENG,da052c14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG,da2b8db3
38,24,28,9,1,18,40,22,26,10,16,38,76,162,0,18,ENG,da7b447d
17,10,10,6,1,5,14,9,14,11,3,18,35,47,0,18,ENG,dc6f5bdd
33,24,13,14,6,10,46,36,24,2,22,15,48,10,0,18,ENG,dd0daf32
13,10,5,4,4,7,27,20,16,0,16,6,19,13,2,18,ENG,de112b84
25,18,20,5,0,9,20,11,25,17,8,41,66,133,2,18,ENG,def899bd
19,9,9,9,1,10,31,21,6,1,5,7,26,10,0,18,ENG,df540668
25,15,13,9,3,6,8,2,22,15,7,47,72,161,2,18,ENG,e06683ca
30,20,13,16,1,14,31,17,13,3,10,10,40,20,1,18,ENG,e0900238
7,5,6,0,1,1,8,7,11,6,5,7,14,56,2,18,ENG,e0991c04
6,4,4,2,0,5,5,0,2,0,2,2,8,10,0,18,ENG,e0bc6fdc
32,21,11,17,4,9,45,36,28,5,23,18,50,7,0,18,ENG,e2716bd0
12,6,2,5,5,3,23,20,10,0,10,5,17,5,0,18,ENG,e342ad68
25,17,12,7,6,14,31,17,15,1,14,12,37,35,2,18,ENG,e3a5814e
62,43,23,25,14,23,80,57,45,2,43,25,87,14,2,18,ENG,e46012d4
6,3,5,0,1,1,3,2,3,2,1,3,9,7,1,18,ENG,e514ab62
12,10,2,8,2,1,21,20,16,2,14,6,18,17,0,18,ENG,e58a03c6
36,28,22,11,3,14,27,13,15,2,13,34,70,31,1,18,ENG,e5d01ecf
78,57,35,40,3,26,69,43,30,9,21,37,115,68,4,18,ENG,e61b8aee
37,29,21,13,3,14,24,10,29,4,25,15,52,39,2,18,ENG,e726e11e
16,12,13,3,0,10,17,7,7,3,4,15,31,44,1,18,ENG,e76cb9cc
7,4,0,6,1,1,4,3,5,1,4,2,9,9,0,18,ENG,e77dc3b2
47,26,36,10,1,16,31,15,24,12,12,63,110,216,1,18,ENG,e7ca0439
92,60,49,35,8,54,100,46,60,13,47,60,152,144,4,18,ENG,e860c42f
38,27,18,14,6,23,36,13,22,6,16,26,64,80,3,18,ENG,e9208654
6,3,1,4,1,4,12,8,5,0,5,2,8,5,0,18,ENG,e92cd3f7
21,15,7,13,1,7,30,23,19,2,17,22,43,31,0,18,ENG,e97fd090
53,32,34,16,3,22,40,18,47,24,23,48,101,246,2,18,ENG,eaeca114
34,23,13,16,5,11,23,12,20,2,18,25,59,20,0,18,ENG,eb58eef0
70,42,32,34,4,23,71,48,50,13,37,64,134,62,2,18,ENG,eb7822d7
19,10,7,11,1,2,10,8,14,2,12,17,36,25,0,18,ENG,ebd0a048
41,24,19,21,1,11,31,20,28,4,24,22,63,45,1,18,ENG,ec7e6ad1
23,14,13,9,1,7,22,15,12,2,10,26,49,27,0,18,ENG,ec9a28ce
1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,18,ENG,ed1e53f3
4,1,0,1,3,1,7,6,1,0,1,0,4,4,0,18,ENG,eed56f6c
35,27,18,17,0,8,44,36,14,3,11,24,59,6,1,18,ENG,ef619b0b
5,1,4,1,0,2,3,1,1,0,1,1,6,3,0,18,ENG,efe6f6ac
14,11,6,5,3,6,19,13,7,0,7,8,22,4,1,18,ENG,f0021247
28,19,11,13,4,10,42,32,25,6,19,16,44,43,2,18,ENG,f07be45a
39,29,27,10,2,17,24,7,12,2,10,26,65,43,2,18,ENG,f15a50e8
12,9,2,6,4,2,10,8,10,0,10,4,16,1,0,18,ENG,f1e8372d
40,29,30,6,4,20,30,10,35,27,8,38,78,201,1,18,ENG,f25b010f
18,12,4,11,3,2,18,16,16,4,12,5,23,27,0,18,ENG,f2f29dda
5,3,4,1,0,2,5,3,0,0,0,4,9,8,1,18,ENG,f3709655
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,ENG,f42456eb
51,33,30,18,3,23,44,21,36,5,31,47,98,76,1,18,ENG,f4290206
7,4,6,1,0,1,3,2,4,3,1,3,10,28,1,18,ENG,f520049f
10,8,1,7,2,1,13,12,8,1,7,1,11,11,0,18,ENG,f586779e
17,11,10,6,1,9,14,5,15,11,4,13,30,67,1,18,ENG,f5deef4c
22,17,19,3,0,8,15,7,20,9,11,31,53,92,1,18,ENG,f5e6d08d
43,21,27,12,4,19,33,14,28,15,13,54,97,138,3,18,ENG,f5efb153
6,4,3,2,1,4,12,8,3,0,3,7,13,3,0,18,ENG,f631c17f
0,0,0,0,0,0,1,1,1,1,0,2,2,0,0,18,ENG,f6d7d690
43,27,16,19,8,20,47,27,21,1,20,34,77,43,0,18,ENG,f72293fc
2,1,2,0,0,1,4,3,1,0,1,0,2,15,1,18,ENG,f76e6b4e
19,13,7,11,1,8,15,7,11,5,6,4,23,55,0,18,ENG,f7d50789
36,24,19,11,6,9,37,28,20,0,20,33,69,15,0,18,ENG,f7ee69fb
57,43,36,12,9,25,52,27,42,8,34,23,80,89,4,18,ENG,f874dd44
29,22,19,8,2,14,33,19,22,13,9,48,77,131,1,18,ENG,f8fcd2a5
64,44,26,28,10,10,39,29,39,5,34,24,88,32,1,18,ENG,fa031b34
24,17,17,7,0,9,20,11,25,12,13,30,54,88,0,18,ENG,faf55ce4
5,4,1,2,2,0,13,13,9,3,6,4,9,9,0,18,ENG,fb2dec57
1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,18,ENG,fc166e49
13,4,3,7,3,1,5,4,3,0,3,5,18,4,0,18,ENG,fd3f57ce
73,44,35,35,3,18,83,65,35,11,24,60,133,80,2,18,ENG,fdd85f94
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG,fe012aca
61,36,32,22,7,16,76,60,28,10,18,47,108,32,1,18,ENG,ff527768
18,8,2,6,10,10,21,11,6,1,5,5,23,11,0,18,ENG,ff9fcd4d
2,2,1,1,0,1,6,5,2,0,2,1,3,3,0,18,ENG,ffec9769
9,5,4,3,2,1,7,6,4,2,2,3,12,6,0,19,ENG,00459419
1,0,0,1,0,1,1,0,1,1,0,7,8,5,0,19,ENG,00963611
46,27,22,20,4,16,31,15,27,5,22,28,74,51,0,19,ENG,01226327
71,38,27,32,12,19,57,38,31,8,23,34,105,55,5,19,ENG,02b29014
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ENG,03e48abb
44,25,23,18,3,19,30,11,14,5,9,26,70,86,0,19,ENG,0420d84f
37,21,18,16,3,13,27,14,14,3,11,18,55,34,1,19,ENG,0442183b
4,3,0,4,0,3,7,4,1,1,0,2,6,1,0,19,ENG,059948df
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,19,ENG,074d8166
30,14,5,19,6,11,28,17,30,2,28,5,35,9,0,19,ENG,07802f7f
1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,19,ENG,07ace8c3
32,18,17,11,4,11,30,19,16,0,16,11,43,4,0,19,ENG,08452314
8,6,2,4,2,3,4,1,9,0,9,5,13,10,0,19,ENG,08aa17d0
21,16,16,4,1,10,18,8,13,2,11,17,38,36,1,19,ENG,099e666f
35,17,29,4,2,15,28,13,47,30,17,52,87,204,5,19,ENG,09fec029
58,32,41,16,1,25,41,16,42,21,21,43,101,131,1,19,ENG,0bad4516
24,14,17,6,1,5,9,4,6,4,2,29,53,56,1,19,ENG,0d267745
2,1,0,1,1,0,3,3,4,1,3,1,3,6,0,19,ENG,0d4ceb32
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,19,ENG,0d85a4e8
49,31,27,21,1,27,46,19,29,14,15,69,118,83,0,19,ENG,0db5d2c8
16,9,6,7,3,3,8,5,13,0,13,3,19,12,0,19,ENG,0f7533cd
57,43,19,30,8,26,47,21,28,4,24,41,98,70,0,19,ENG,101da2b5
41,28,20,20,1,13,45,32,40,9,31,32,73,17,4,19,ENG,10efd0e1
23,14,11,7,5,12,23,11,3,0,3,13,36,19,1,19,ENG,111c3236
42,20,27,14,1,22,34,12,16,9,7,39,81,98,2,19,ENG,119b9a8e
3,2,1,2,0,1,3,2,1,0,1,2,5,0,0,19,ENG,11b9265b
8,5,0,5,3,1,7,6,6,1,5,0,8,6,0,19,ENG,129af0db
68,40,44,20,4,28,53,25,27,8,19,21,89,97,0,19,ENG,12aa7661
1,1,0,1,0,0,5,5,0,0,0,1,2,0,0,19,ENG,12c50af5
33,18,16,16,1,6,22,16,24,8,16,26,59,26,2,19,ENG,1598599e
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,19,ENG,15d561fa
71,36,52,18,1,29,50,21,72,56,16,42,113,240,2,19,ENG,15ea812b
8,6,8,0,0,2,4,2,1,0,1,3,11,0,0,19,ENG,15f3ec41
12,5,6,3,3,3,21,18,10,2,8,4,16,5,0,19,ENG,16380240
0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,19,ENG,165bed61
3,2,0,1,2,1,4,3,6,1,5,3,6,7,0,19,ENG,16ceb862
62,43,43,13,6,31,45,14,32,13,19,34,96,82,0,19,ENG,17370b95
15,7,7,5,3,9,21,12,7,0,7,8,23,5,0,19,ENG,1770bd68
28,16,11,11,6,10,38,28,20,1,19,13,41,11,0,19,ENG,178ae8f8
3,0,0,3,0,0,6,6,8,1,7,1,4,8,0,19,ENG,189cee7b
34,16,27,6,1,15,27,12,15,8,7,32,66,96,1,19,ENG,18b896d6
3,1,2,1,0,1,1,0,3,0,3,0,3,3,0,19,ENG,18b999f4
53,33,37,13,3,28,45,17,35,20,15,35,88,174,1,19,ENG,1900032e
8,5,1,7,0,1,6,5,0,0,0,4,12,3,1,19,ENG,1931bde9
39,23,12,24,3,13,59,46,27,4,23,20,59,18,0,19,ENG,1961b2aa
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,19,ENG,19b8b0b9
9,6,3,4,2,2,12,10,10,1,9,5,14,15,0,19,ENG,19ba6c6d
15,9,10,5,0,7,15,8,11,7,4,11,26,51,2,19,ENG,1a2935f6
18,12,11,6,1,10,15,5,6,4,2,17,35,28,1,19,ENG,1a4ef233
32,19,15,14,3,12,21,9,25,12,13,31,63,68,1,19,ENG,1ae30132
3,3,1,1,1,2,3,1,4,0,4,1,4,0,0,19,ENG,1b7ec703
71,46,45,18,8,28,45,17,43,9,34,60,131,116,0,19,ENG,1b84dbe1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,ENG,1bebde9d
98,60,35,58,5,38,88,50,51,12,39,52,150,56,0,19,ENG,1c7012b8
10,4,2,6,2,2,5,3,4,2,2,4,14,29,0,19,ENG,1cb49278
4,2,1,2,1,0,0,0,2,1,1,0,4,17,0,19,ENG,1d6ac165
14,10,5,8,1,3,12,9,11,1,10,19,33,20,0,19,ENG,1d8c99b0
25,14,19,5,1,12,24,12,15,7,8,19,44,73,1,19,ENG,1e0b6a73
27,17,11,9,7,10,22,12,17,1,16,22,49,8,0,19,ENG,1ecb65be
74,46,44,26,4,27,47,20,42,16,26,65,139,106,1,19,ENG,1f9a3a04
46,32,26,14,6,19,41,22,26,7,19,31,77,68,1,19,ENG,20b104bc
5,2,4,1,0,3,6,3,8,5,3,7,12,22,3,19,ENG,21166ff4
67,37,43,16,8,37,62,25,38,5,33,23,90,77,2,19,ENG,21512407
10,6,2,8,0,1,14,13,16,6,10,1,11,14,0,19,ENG,21a66f6a
12,5,6,4,2,7,8,1,3,0,3,3,15,5,0,19,ENG,24396398
15,11,5,5,5,4,19,15,9,0,9,6,21,5,0,19,ENG,2513a588
0,0,0,0,0,0,3,3,0,0,0,4,4,16,6,19,ENG,2628fd2b
1,1,1,0,0,1,2,1,0,0,0,7,8,19,1,19,ENG,2642bf6c
28,17,16,11,1,5,21,16,17,10,7,15,43,25,0,19,ENG,26679cdf
28,17,4,17,7,6,29,23,29,8,21,2,30,25,0,19,ENG,2691c772
0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,19,ENG,2696b6a9
12,7,5,6,1,5,18,13,3,1,2,9,21,7,1,19,ENG,26f6dca8
42,26,31,10,1,17,39,22,49,38,11,46,88,196,5,19,ENG,282f75f3
0,0,0,0,0,0,1,1,2,1,1,0,0,1,0,19,ENG,2876eaa3
23,14,16,7,0,14,28,14,19,10,9,25,48,80,2,19,ENG,28b40c9c
1,1,1,0,0,1,2,1,1,0,1,0,1,4,2,19,ENG,28d596a0
31,19,26,5,0,17,32,15,35,27,8,30,61,133,3,19,ENG,2928dca2
9,4,7,1,1,6,21,15,8,1,7,6,15,6,0,19,ENG,29733c72
2,1,1,1,0,1,2,1,8,3,5,3,5,0,0,19,ENG,2973d8ff
36,25,18,14,4,15,29,14,31,4,27,16,52,25,2,19,ENG,2acd49b9
13,6,6,7,0,8,19,11,8,2,6,8,21,7,1,19,ENG,2afc7272
24,15,8,7,9,2,23,21,21,2,19,8,32,2,0,19,ENG,2b114be3
49,32,23,23,3,15,34,19,27,3,24,43,92,31,1,19,ENG,2b471f99
35,18,8,20,7,9,27,18,15,1,14,24,59,24,0,19,ENG,2b622f01
20,17,15,5,0,9,12,3,11,7,4,12,32,58,0,19,ENG,2b91cf8e
17,10,5,9,3,5,13,8,7,0,7,9,26,2,0,19,ENG,2c0f8e9e
90,69,36,47,7,39,91,52,47,15,32,72,162,68,3,19,ENG,2ce2508a
80,49,41,31,8,39,70,31,33,6,27,29,109,57,3,19,ENG,2e4f5f03
62,37,27,26,9,16,46,30,33,5,28,21,83,21,2,19,ENG,2f4c5a52
22,13,12,9,1,5,30,25,19,3,16,21,43,19,0,19,ENG,2f7acede
43,23,14,24,5,15,41,26,40,5,35,18,61,30,0,19,ENG,2f90f6b8
26,16,11,12,3,6,14,8,24,0,24,10,36,18,0,19,ENG,2ff964a0
2,1,0,2,0,0,0,0,0,0,0,0,2,1,0,19,ENG,31dce0c8
11,3,8,3,0,3,5,2,7,3,4,6,17,20,0,19,ENG,3201b03d
56,36,45,11,0,23,47,24,30,16,14,54,110,129,2,19,ENG,321a71a7
7,5,3,4,0,1,4,3,1,0,1,2,9,14,0,19,ENG,3233eefd
6,3,2,4,0,1,4,3,6,0,6,1,7,0,0,19,ENG,32f60ed8
41,20,18,18,5,10,27,17,30,8,22,19,60,27,1,19,ENG,3312f911
6,4,4,2,0,1,5,4,2,1,1,1,7,0,0,19,ENG,33508c78
40,27,26,11,3,15,53,38,34,0,34,32,72,30,0,19,ENG,33af5b9e
1,0,1,0,0,1,3,2,0,0,0,0,1,1,0,19,ENG,34ccf6fa
36,17,19,13,4,14,43,29,30,6,24,27,63,59,0,19,ENG,3515d404
4,2,4,0,0,2,4,2,1,1,0,3,7,11,1,19,ENG,356a9a62
40,20,34,6,0,16,42,26,23,15,8,53,93,175,0,19,ENG,3626f7d9
0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,19,ENG,36c2ca73
22,12,10,9,3,8,17,9,10,3,7,7,29,15,0,19,ENG,3727dd3c
45,23,21,21,3,10,33,23,21,6,15,29,74,30,0,19,ENG,3730fcbc
2,1,2,0,0,1,1,0,0,0,0,0,2,0,0,19,ENG,381d7d54
4,2,1,2,1,1,4,3,3,1,2,4,8,14,0,19,ENG,3831b9fe
1,1,0,1,0,1,1,0,0,0,0,1,2,0,0,19,ENG,38c7feef
19,9,3,13,3,5,15,10,22,8,14,6,25,53,0,19,ENG,3925dbd6
34,21,21,7,6,20,34,14,12,3,9,20,54,28,3,19,ENG,3935e52e
11,6,5,3,3,4,26,22,16,0,16,14,25,3,0,19,ENG,39583cfd
15,10,5,7,3,4,14,10,8,1,7,9,24,17,2,19,ENG,3a24769f
2,0,2,0,0,1,3,2,0,0,0,0,2,20,5,19,ENG,3a949a25
3,3,2,1,0,3,3,0,0,0,0,1,4,12,2,19,ENG,3bb7b8b4
6,2,6,0,0,2,3,1,0,0,0,1,7,0,0,19,ENG,3be1a627
27,14,11,10,6,9,35,26,13,2,11,18,45,8,1,19,ENG,3ca7254a
36,19,31,5,0,20,27,7,36,21,15,50,86,202,1,19,ENG,3e5e4e63
10,6,5,4,1,4,6,2,7,1,6,3,13,7,0,19,ENG,3ea50f67
52,39,18,21,13,16,67,51,47,3,44,25,77,26,1,19,ENG,3eb22ec9
62,45,42,17,3,31,40,9,34,17,17,58,120,168,1,19,ENG,3f2d59fe
34,22,24,9,1,19,32,13,25,11,14,37,71,133,0,19,ENG,3fe6bd8c
8,4,1,5,2,3,7,4,6,0,6,1,9,6,0,19,ENG,4047c976
41,25,25,16,0,21,37,16,44,27,17,71,112,171,0,19,ENG,4115ce4e
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,ENG,41cc19c2
9,7,3,5,1,3,11,8,6,0,6,3,12,1,0,19,ENG,41fb0f4e
3,2,1,2,0,2,7,5,2,1,1,5,8,7,0,19,ENG,422862ea
30,19,7,19,4,8,29,21,28,4,24,7,37,14,0,19,ENG,43458538
54,28,24,22,8,21,61,40,38,6,32,37,91,25,1,19,ENG,436a9dd0
6,1,2,3,1,1,4,3,2,0,2,0,6,2,0,19,ENG,43a166b4
