fk_ag,ck_ag,og_ag,ps_xG,ps_xG_delta,cmp_launch,att_launch,att_gk_pass,att_gk_throw,gk_pass_len,att_goal_kick,goal_kick_len,att_cross_ag,stop_cross_ag,def_outside_pen,def_outside_pen_dist,goal_kicks_launched,season,comp,id
1,3,1,29.4,2.4,42,117,562,125,13319.4,152,3982,298,26,301,13.1,34,23,FRA,08f5afaa
2,7,2,42.5,-3.5,108,273,760,134,22572.0,191,7181,374,24,209,11.0,87,23,FRA,0e12089d
0,0,0,0.8,0.8,6,24,26,2,1138.8,8,488,25,2,0,7.5,8,23,FRA,1b729a98
0,5,1,27.5,3.5,137,352,779,119,25551.2,147,6232,282,24,597,16.6,86,23,FRA,1d2d5cc8
1,9,0,36.0,-8.0,166,397,500,58,19450.0,153,8017,285,15,709,16.9,129,23,FRA,1e7aea56
0,2,1,26.8,4.8,82,244,665,104,21014.0,135,5697,296,18,348,14.5,74,23,FRA,20b9f052
0,3,0,34.0,-7.0,132,292,454,72,16707.2,137,7082,285,3,144,13.1,102,23,FRA,2434f24a
1,6,2,39.2,-6.8,64,190,360,92,11664.0,138,5423,261,17,159,11.4,66,23,FRA,28dabd43
0,0,0,12.0,4.0,54,153,239,37,8914.7,81,3410,136,5,103,12.9,43,23,FRA,2fa2a875
0,2,0,9.1,-1.9,18,57,95,19,3363.0,35,1396,52,3,22,11.2,17,23,FRA,3814120d
0,8,2,46.9,2.9,137,347,557,111,19829.2,220,9548,400,17,208,11.6,126,23,FRA,3d214e5f
0,0,0,1.5,0.5,5,9,20,9,664.0,6,279,11,1,0,7.0,4,23,FRA,477e50ce
1,4,4,36.7,4.7,141,384,688,154,24561.6,193,9283,376,31,244,11.1,126,23,FRA,4e7db402
2,4,0,24.3,1.3,129,291,667,91,22144.4,207,7245,350,17,212,13.3,79,23,FRA,53af52f3
0,5,1,24.7,4.7,129,300,820,109,26486.0,105,3087,280,21,642,16.9,27,23,FRA,60d90c55
0,0,1,11.5,2.5,56,179,264,37,10322.4,58,3230,127,7,76,12.8,51,23,FRA,67f649be
0,0,0,0.2,0.2,8,13,18,3,822.6,11,289,11,2,0,3.5,2,23,FRA,6a9e4913
0,0,1,8.8,1.8,12,49,178,30,5108.6,47,1222,78,6,172,17.2,9,23,FRA,7f41ee30
0,5,0,44.9,-1.1,121,334,604,102,21623.2,148,6319,388,24,276,12.0,78,23,FRA,834b5c4c
0,0,0,1.9,-1.1,14,43,38,4,1877.2,14,859,38,2,0,8.3,13,23,FRA,8608f269
0,1,2,3.9,-0.1,11,48,150,28,4245.0,42,1369,66,2,132,18.9,14,23,FRA,967f34d3
0,2,1,13.1,-0.9,26,91,190,49,6327.0,53,2173,105,11,60,12.0,26,23,FRA,9d420dad
0,0,0,3.9,-0.1,14,34,52,4,1846.0,19,798,40,2,39,13.1,10,23,FRA,9e17ccff
1,2,2,32.7,-2.3,150,332,655,151,21353.0,191,8671,330,25,325,13.0,120,23,FRA,afb0c500
2,1,3,22.0,2.0,46,182,625,84,17937.5,73,2759,234,18,189,12.6,33,23,FRA,b3d76d84
2,2,0,20.1,2.1,44,144,384,89,11174.4,96,3686,285,11,71,10.2,49,23,FRA,c4173f1a
0,2,2,24.1,0.1,53,161,330,77,10461.0,85,4020,209,14,144,12.0,55,23,FRA,c631f952
0,6,2,36.9,-8.1,66,256,473,85,15514.4,151,6417,329,22,90,10.0,88,23,FRA,db3164e1
0,0,0,3.1,1.1,8,20,49,11,1376.9,18,795,26,2,41,13.8,10,23,FRA,db87a2c4
0,2,1,16.0,-2.0,67,174,321,51,10368.3,105,4389,278,13,71,10.2,60,23,FRA,dc29b608
1,1,0,20.5,6.5,93,217,569,124,18720.1,134,4569,302,27,277,12.6,45,23,FRA,eedea60b
2,5,0,24.5,0.5,74,198,498,92,16085.4,132,4131,243,14,183,13.1,38,23,FRA,f00de885
0,1,0,4.1,-1.9,8,33,49,7,1866.9,14,579,21,1,82,16.4,8,23,FRA,f19f32b1
0,4,0,44.3,4.3,178,448,863,137,32103.6,209,8297,366,25,185,10.9,95,23,FRA,f41a69e6
0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,23,FRA,f5dfc256
0,1,0,14.8,0.8,35,105,198,33,7068.6,65,2216,129,10,162,14.8,26,23,FRA,fd78b105
0,6,2,42.0,4.0,234,576,915,185,35319.0,256,12697,482,27,181,10.7,167,18,GER,0a1cb833
1,7,4,41.4,-7.6,313,779,1041,123,42472.8,307,19371,529,28,312,14.2,268,18,GER,0d55d942
0,0,0,10.2,0.2,31,88,153,15,5676.3,34,1812,63,3,74,14.8,25,18,GER,0d8a37c2
0,1,0,1.5,-2.5,3,25,33,0,1257.3,8,451,15,1,12,12.8,7,18,GER,16b8fabd
0,0,0,1.5,-1.5,28,57,52,7,2542.8,23,1522,41,2,14,14.5,22,18,GER,17376543
1,3,1,35.3,-0.7,190,476,714,126,27346.2,236,11186,456,53,196,10.9,150,18,GER,1e43fad8
2,3,0,35.2,-4.8,194,536,995,134,34825.0,250,11525,366,29,489,14.4,143,18,GER,2628fd2b
0,7,1,35.8,-7.2,286,761,882,101,38808.0,249,14417,483,37,178,11.9,219,18,GER,27d2618c
2,11,0,42.0,0.0,264,552,881,150,33301.8,267,11908,440,29,212,12.5,155,18,GER,2e7ff968
0,7,0,66.5,-3.5,302,746,787,84,34706.7,299,17132,592,25,424,13.7,251,18,GER,3cd9e95a
0,6,1,39.3,-1.7,178,482,1009,143,33599.7,246,10996,524,42,255,11.6,142,18,GER,420c18a1
1,9,2,42.6,-3.4,223,590,1181,179,39445.4,261,12501,480,37,350,12.5,163,18,GER,47064058
0,4,1,36.8,-0.2,135,409,506,79,20543.6,199,11104,332,20,266,14.8,149,18,GER,4a15e95b
0,0,0,0.7,0.7,4,18,48,9,1531.2,9,384,18,1,20,20.3,5,18,GER,5b52d1f7
1,3,1,21.3,-4.7,100,279,386,75,14938.2,126,6904,211,11,271,14.3,94,18,GER,5c4bf6ba
1,11,0,42.1,-2.9,230,518,875,161,30712.5,275,11137,508,24,248,12.4,142,18,GER,73e2f6eb
1,2,3,25.3,2.3,137,328,795,141,25837.5,153,6089,247,15,569,15.4,65,18,GER,7d3e7da6
0,0,0,3.5,-0.5,10,26,65,12,2086.5,14,495,31,5,6,6.6,5,18,GER,7fe12375
0,0,0,6.8,-2.2,23,51,97,20,3395.0,25,987,55,8,37,12.6,11,18,GER,83e0eeb4
0,0,0,2.6,0.6,12,23,78,11,2480.4,17,537,15,1,60,15.1,3,18,GER,8778c910
2,3,0,45.5,2.5,163,481,1050,185,34020.0,237,11778,404,40,532,14.0,148,18,GER,9d12e142
2,2,0,40.7,4.7,296,834,1029,123,44041.2,300,17700,547,34,503,13.6,245,18,GER,a0606ae8
0,0,0,4.1,0.1,3,10,33,6,1023.0,6,162,14,0,17,17.0,0,18,GER,a165a577
2,7,2,41.3,-1.7,271,662,1058,164,39357.6,241,13520,483,46,896,15.2,186,18,GER,ad3389d5
0,0,0,0.3,0.3,5,13,13,3,509.6,9,471,7,0,30,30.0,7,18,GER,afb0c500
0,0,0,3.5,1.5,30,79,108,5,4482.0,28,1237,39,0,72,18.2,15,18,GER,bb25c778
0,8,0,47.1,-4.9,223,545,895,152,32220.0,206,10423,440,36,458,13.9,153,18,GER,bcb2ccd8
0,2,0,6.6,-0.4,21,85,116,25,4408.0,41,2320,81,1,61,15.3,36,18,GER,cbac6ec9
1,1,0,15.5,0.5,51,168,480,49,15696.0,65,2652,114,16,228,15.2,26,18,GER,d6f6ce93
1,4,2,50.4,4.4,248,654,1043,210,39634.0,288,14976,522,57,363,12.1,193,18,GER,db401046
0,0,0,1.1,0.1,11,18,35,6,1144.5,7,333,11,0,30,15.3,4,18,GER,dc29b608
0,5,0,14.0,-4.0,78,216,322,55,11688.6,117,6423,209,19,338,15.4,90,18,GER,f71890f5
2,5,0,47.1,0.1,211,495,925,160,32190.0,304,13102,494,13,335,13.4,158,19,GER,0a1cb833
0,11,0,57.2,-2.8,258,636,940,142,34498.0,330,19602,545,13,429,14.8,262,19,GER,0d55d942
1,4,1,22.8,-2.2,103,233,394,71,14341.6,120,5496,198,10,308,14.7,73,19,GER,1e43fad8
0,0,0,1.0,0.0,2,2,3,2,42.9,3,137,8,0,0,0.0,2,19,GER,206c37d3
1,6,2,45.3,-0.7,329,755,874,97,35659.2,279,16098,496,31,411,14.2,247,19,GER,27d2618c
0,1,0,2.4,-1.6,6,19,51,6,1581.0,13,560,33,1,24,12.0,6,19,GER,2e7ff968
0,3,0,48.2,6.2,174,465,1338,190,40809.0,264,10560,458,26,455,13.8,113,19,GER,420c18a1
1,4,1,47.5,-2.5,164,397,1036,191,30354.8,248,9771,441,14,1044,18.0,99,19,GER,47064058
1,6,2,31.5,-6.5,170,473,665,92,25935.0,218,11663,462,9,96,9.6,156,19,GER,4a15e95b
1,2,0,12.8,-1.2,46,172,252,55,9097.2,88,5315,166,10,174,14.5,71,19,GER,5c4bf6ba
0,0,0,0.5,-0.5,0,4,13,7,370.5,3,119,8,0,0,12.0,1,19,GER,62ba5881
0,0,0,3.0,0.0,2,9,21,3,672.0,7,205,10,1,0,3.0,2,19,GER,73e2f6eb
1,1,0,9.9,0.9,18,51,218,56,5798.8,37,1091,61,0,140,17.5,6,19,GER,7d3e7da6
1,2,1,20.7,-0.3,76,209,353,56,13025.7,128,4876,200,3,123,13.7,58,19,GER,7fe12375
1,10,1,60.8,-4.2,299,609,943,144,34796.7,295,12773,551,24,554,14.6,173,19,GER,83e0eeb4
0,2,1,19.8,-2.2,92,210,794,114,22867.2,128,4006,188,10,906,20.6,21,19,GER,8778c910
1,6,0,39.0,-1.0,140,428,852,171,28030.8,222,10811,425,18,543,15.1,144,19,GER,9d12e142
2,7,4,56.4,-9.6,259,714,911,129,36713.3,305,16073,518,22,602,14.7,209,19,GER,a0606ae8
0,1,1,4.9,0.9,12,38,54,7,2187.0,14,669,23,1,21,10.9,9,19,GER,a165a577
0,0,0,0.7,0.7,20,40,42,3,1873.2,13,778,16,1,0,9.0,12,19,GER,a70b8345
0,0,0,0.9,-0.1,5,11,24,1,914.4,5,223,7,0,0,15.5,2,19,GER,a92ab7be
2,9,2,38.2,-6.8,199,438,1160,162,36888.0,193,8028,401,10,943,18.5,101,19,GER,ad3389d5
0,0,0,29.9,0.9,113,274,385,56,14129.5,134,7142,229,11,149,13.6,105,19,GER,afb0c500
0,0,0,6.8,-2.2,40,81,93,7,3608.4,30,1683,40,2,13,13.3,27,19,GER,bb25c778
1,4,1,37.9,11.9,236,588,797,124,31561.2,223,12532,379,16,1111,19.5,185,19,GER,bcb2ccd8
1,7,0,54.3,-7.7,223,563,688,147,25249.6,318,17458,537,27,27,9.2,266,19,GER,c476b0c0
0,0,0,11.9,0.9,67,140,270,38,9180.0,75,3667,132,3,21,10.9,47,19,GER,c89e8aae
0,6,0,39.0,-4.0,157,424,629,105,23713.3,205,11295,356,12,375,15.0,158,19,GER,cbac6ec9
1,5,1,36.2,-5.800000000000001,88,248,444,74,34632.0,124,13652,237,11,541,30.1,193,19,GER,cd59b9df
1,5,1,43.4,-3.6,330,705,982,104,37610.6,222,12565,441,19,569,15.4,184,19,GER,ce17b5eb
0,1,0,22.0,-6.0,61,188,352,46,11580.8,119,5117,171,1,127,12.7,56,19,GER,d28339cb
3,1,0,40.0,1.0,194,420,981,148,33157.8,200,9160,398,21,374,14.4,107,19,GER,db401046
0,0,0,1.8,-0.2,5,10,25,4,877.5,6,211,10,0,28,14.2,2,19,GER,dc29b608
0,0,0,1.3,-0.7,9,15,18,3,689.4,8,464,8,1,82,20.7,7,19,GER,e385200c
0,0,0,2.6,-0.4,10,19,27,5,1063.8,10,395,16,3,48,16.3,5,19,GER,e4a30d8c
0,1,0,5.5,-1.5,28,61,88,16,3458.4,29,1383,54,3,10,10.1,18,19,GER,fbefefdb
1,11,3,49.5,-14.5,198,490,894,152,31290.0,298,12426,593,12,420,14.0,154,20,GER,0a1cb833
0,5,0,31.9,-0.1,153,429,726,120,24901.8,249,13719,381,13,180,12.9,179,20,GER,0d55d942
0,7,1,48.9,-4.1,374,823,1079,121,44994.3,269,15252,518,32,495,13.4,218,20,GER,17376543
0,0,0,3.0,-1.0,9,18,28,1,1184.4,7,331,11,0,16,16.0,4,20,GER,226ddf9d
3,5,2,42.2,-1.8,262,563,786,117,30811.2,224,11334,458,33,240,12.0,164,20,GER,27d2618c
1,4,0,18.5,0.5,44,155,252,29,9475.2,60,2784,149,6,101,12.7,39,20,GER,289b90cd
0,0,0,3.4,2.4,8,22,75,14,2115.0,25,957,35,1,61,15.4,9,20,GER,2e7ff968
1,11,2,54.8,-12.2,270,552,901,103,34147.9,297,11404,479,20,271,11.8,133,20,GER,3cd9e95a
1,3,0,47.5,7.5,180,418,1263,169,37637.4,282,9757,501,13,828,16.9,94,20,GER,420c18a1
1,4,1,32.5,-2.5,129,296,472,102,17416.8,144,7372,264,14,206,12.9,95,20,GER,42130443
0,1,0,2.3,-1.7,10,26,53,8,1733.1,16,721,15,1,38,12.9,10,20,GER,45f6f52b
0,4,2,48.5,1.5,137,391,1019,174,30468.1,262,9039,485,18,375,13.9,98,20,GER,47064058
0,6,1,36.6,-2.4,129,389,594,146,21859.2,197,9692,347,20,231,13.6,123,20,GER,5c4bf6ba
0,0,0,0.9,-1.1,7,16,26,8,878.8,9,387,21,0,12,12.0,6,20,GER,62ba5881
0,0,0,1.1,0.1,2,7,42,5,1008.0,10,204,11,0,14,14.3,1,20,GER,7d3e7da6
0,0,1,14.1,3.1,52,165,324,51,11372.4,91,3712,184,10,152,13.9,45,20,GER,7fe12375
0,6,1,34.6,4.6,139,276,1267,203,33448.8,180,5004,303,10,2915,23.7,28,20,GER,8778c910
0,7,3,34.5,-2.5,84,272,847,182,25410.0,201,6653,309,11,819,18.2,61,20,GER,9d12e142
0,0,0,14.3,0.3,78,172,280,37,10612.0,62,2790,116,4,191,17.4,35,20,GER,a70b8345
0,1,0,19.7,5.7,64,180,324,38,11631.6,108,5162,160,5,100,12.6,60,20,GER,a92ab7be
1,4,0,48.1,4.1,180,498,1365,204,44089.5,232,8328,365,14,918,16.7,83,20,GER,ad3389d5
1,5,2,35.8,-2.2,132,394,791,109,26735.8,207,9315,339,22,317,13.8,119,20,GER,afb0c500
0,2,0,6.0,-3.0,34,82,95,14,3752.5,33,1811,75,2,136,22.8,26,20,GER,bb25c778
0,7,0,36.5,2.5,117,333,1032,186,30856.8,227,7649,400,18,1258,18.5,74,20,GER,bcb2ccd8
3,6,2,48.5,-6.5,132,287,978,188,28362.0,233,6966,454,9,292,13.3,63,20,GER,bf9d9070
0,0,0,6.2,2.2,13,46,133,26,4056.5,30,1137,80,4,187,17.0,10,20,GER,c41f7379
0,0,0,11.4,3.4,48,120,202,37,7352.8,62,2728,104,3,195,16.3,31,20,GER,c89e8aae
0,0,0,1.5,0.5,1,9,34,11,992.8,7,147,13,0,18,18.0,0,20,GER,cac55e10
3,1,0,22.2,-2.8,65,188,360,79,11556.0,118,5498,208,13,284,15.8,75,20,GER,cbac6ec9
1,3,2,32.1,-3.9,153,359,792,89,26294.4,145,5756,261,15,515,16.1,68,20,GER,ce17b5eb
1,4,0,34.3,-3.7,187,420,792,122,28116.0,178,8063,356,18,564,16.6,104,20,GER,db401046
0,0,0,1.5,-1.5,4,13,70,9,1813.0,10,310,20,1,52,17.6,3,20,GER,dc29b608
0,3,3,25.2,-2.8,115,287,509,57,19342.0,112,5051,207,6,316,15.8,61,20,GER,dc2e4736
0,3,2,42.7,-6.3,145,457,623,102,25106.9,212,11320,366,13,533,15.7,150,20,GER,dc366c36
0,2,0,5.5,-2.5,22,40,77,15,2556.4,24,972,41,1,67,13.5,13,20,GER,e2d34771
0,1,0,12.1,-4.9,28,72,203,37,6394.5,48,1425,70,1,76,15.2,11,20,GER,e8fd2e5b
0,7,3,48.7,-5.3,211,461,865,168,29323.5,279,11411,567,17,432,14.4,134,21,GER,0a1cb833
1,2,0,38.9,-0.1,126,288,696,128,21715.2,220,9438,373,10,275,14.5,112,21,GER,0d55d942
0,1,0,4.8,-1.2,25,75,98,10,3665.2,46,2530,71,1,79,15.8,34,21,GER,0d8a37c2
0,1,0,0.9,-1.1,3,13,44,4,1293.6,6,90,13,0,40,20.2,0,21,GER,11d8aff0
0,2,3,53.2,2.2,193,565,1087,214,37066.7,297,13275,619,33,576,16.0,167,21,GER,17376543
1,8,2,41.5,-6.5,91,350,638,119,21373.0,183,8509,374,12,252,12.6,121,21,GER,1e43fad8
0,2,1,8.0,-4.0,55,141,209,27,8088.3,73,3343,124,2,36,12.0,44,21,GER,27d2618c
0,1,1,15.1,0.1,75,155,426,71,12396.6,123,4858,176,8,96,12.1,53,21,GER,2e7ff968
0,0,1,0.9,0.9,17,53,73,9,2949.2,21,1127,47,2,8,8.6,15,21,GER,32e7ce92
0,0,0,7.9,0.9,8,23,136,26,3345.6,25,565,39,1,121,17.4,2,21,GER,37998008
1,5,0,53.7,-5.3,234,530,1110,120,39405.0,221,8199,469,14,456,15.2,93,21,GER,3cd9e95a
0,5,0,40.2,-9.8,120,298,1026,123,29446.2,212,6063,397,7,495,16.5,55,21,GER,420c18a1
0,4,2,49.4,0.4,134,407,1143,176,34175.7,204,6528,417,14,969,18.3,73,21,GER,47064058
1,3,1,40.9,-4.1,132,453,824,199,29169.6,250,11500,470,32,536,14.5,140,21,GER,5c4bf6ba
0,5,1,39.8,-1.2,180,475,927,108,31703.4,215,9202,376,18,262,13.1,131,21,GER,7fe12375
0,0,0,0.8,-0.2,4,17,33,9,1164.9,10,254,14,1,20,10.3,2,21,GER,8758ddf4
0,5,0,44.2,2.2,123,256,1131,188,32572.8,186,5059,349,5,2478,23.6,24,21,GER,8778c910
0,0,0,3.3,0.3,5,12,53,14,1484.0,7,270,17,0,36,18.0,3,21,GER,9321b8ed
0,6,0,28.4,-1.6,62,166,519,108,15310.5,110,3839,187,4,211,16.3,38,21,GER,9d12e142
0,0,0,1.2,0.2,6,11,17,4,569.5,6,298,15,1,0,13.0,5,21,GER,a0606ae8
0,5,2,21.6,-0.4,44,117,280,67,8372.0,95,3676,132,8,184,14.2,44,21,GER,a70b8345
0,0,0,7.3,1.3,29,59,96,10,3561.6,27,1671,55,0,23,11.9,22,21,GER,a92ab7be
1,0,2,26.6,-0.4,149,419,1208,179,38052.0,180,5904,322,20,1055,18.2,60,21,GER,ad3389d5
0,1,0,1.1,-0.9,1,3,28,2,655.2,8,163,12,1,0,7.7,0,21,GER,afb0c500
0,1,0,26.8,-3.2,96,222,1003,172,27783.1,168,4317,315,15,1280,19.7,30,21,GER,bcb2ccd8
0,5,1,54.1,3.1,436,938,1698,121,65542.8,250,12275,525,17,739,16.8,158,21,GER,c1242d4e
1,0,0,4.1,1.1,9,20,89,19,2358.5,20,456,26,0,66,22.0,1,21,GER,c41f7379
0,2,0,3.4,-0.6,11,28,53,5,1727.8,17,807,35,0,0,10.7,10,21,GER,c89e8aae
2,3,2,45.3,1.3,165,556,1060,151,36040.0,271,15013,409,7,626,17.4,198,21,GER,cbac6ec9
1,3,1,52.5,-0.5,126,315,940,207,26508.0,280,7056,459,17,667,15.9,56,21,GER,cd59b9df
1,5,2,44.6,-5.4,222,574,1088,163,37427.2,265,11024,459,14,800,15.7,126,21,GER,ce17b5eb
0,4,1,6.7,-4.3,11,33,51,8,1825.8,26,1011,42,0,79,15.8,14,21,GER,d20f088b
0,0,0,2.8,1.8,2,10,30,6,882.0,9,225,31,1,0,8.8,1,21,GER,d28339cb
1,2,1,32.7,0.7,191,462,1048,166,34164.8,203,9825,450,25,986,17.3,128,21,GER,db401046
0,1,0,8.6,-1.4,4,19,59,16,1746.4,27,639,49,3,47,11.9,3,21,GER,dee3013b
1,6,0,42.2,-8.8,126,333,621,125,20493.0,204,9832,404,17,480,15.0,129,22,GER,0d55d942
0,0,0,0.4,-0.6,6,13,41,4,1209.5,6,310,18,0,0,8.0,3,22,GER,0d8a37c2
0,0,0,1.5,-1.5,2,5,14,1,414.4,7,205,4,0,100,25.0,1,22,GER,11d8aff0
1,2,2,52.3,-1.7,233,579,951,145,34711.5,287,13689,532,24,851,16.7,181,22,GER,17376543
0,0,0,0.0,0.0,1,1,4,0,72.0,0,0,0,0,0,19.0,0,22,GER,1940be91
1,4,2,23.0,-3.0,120,326,441,49,18125.1,115,6428,224,8,412,17.2,96,22,GER,25bdea4b
0,1,0,8.6,-3.4,16,32,147,31,4071.9,30,846,54,3,185,20.6,5,22,GER,2e7ff968
0,0,1,1.8,0.8,5,17,37,7,1054.5,10,438,12,0,0,12.0,6,22,GER,37998008
0,3,1,19.7,-0.3,67,166,438,47,14497.8,81,2705,149,4,330,17.4,25,22,GER,3cd9e95a
1,5,0,57.0,-3.0,147,439,1213,162,37966.9,221,8221,428,19,858,16.2,88,22,GER,420c18a1
0,9,1,51.5,-4.5,138,393,1302,185,37758.0,216,6220,420,27,1085,16.7,53,22,GER,47064058
0,5,1,19.7,-3.3,63,211,408,69,14320.8,87,3897,227,13,138,13.8,52,22,GER,4d6a842d
0,4,0,13.8,-6.2,63,188,262,47,10401.4,73,3832,144,13,121,12.1,51,22,GER,5584552e
0,4,1,39.0,-2.0,119,389,766,166,26350.4,236,9298,423,29,1217,17.9,106,22,GER,5c4bf6ba
0,0,0,1.0,1.0,7,16,21,3,783.3,10,489,31,1,36,18.4,8,22,GER,62ba5881
0,0,0,0.0,0.0,1,2,5,0,182.0,0,0,0,0,0,0.0,0,22,GER,73e2f6eb
1,1,1,8.7,-1.3,10,32,197,31,4964.4,38,767,54,3,192,19.2,4,22,GER,7d3e7da6
0,5,3,30.5,-5.5,163,472,784,122,28224.0,217,9591,399,29,309,12.9,130,22,GER,7fe12375
0,1,0,8.5,1.5,20,65,104,10,3754.4,30,1449,52,1,10,10.7,22,22,GER,83e0eeb4
0,3,2,24.2,-3.8,65,182,288,26,10800.0,70,3654,95,7,353,18.6,50,22,GER,86314793
2,3,1,31.4,4.4,107,251,854,88,24595.2,144,5068,283,9,204,13.6,50,22,GER,87436846
0,1,0,23.9,-2.1,110,223,1085,163,29946.0,166,4199,262,9,2489,26.2,17,22,GER,8778c910
0,0,0,0.4,-0.6,4,10,43,5,1092.2,6,322,21,0,0,13.0,4,22,GER,8a6ab963
0,0,0,1.0,0.0,0,7,20,3,562.0,3,102,5,0,136,27.3,1,22,GER,9d12e142
1,3,4,41.4,2.4,464,1004,1353,99,58990.8,243,11785,411,27,1384,19.5,165,22,GER,9f941969
0,0,1,3.4,-0.6,43,122,213,28,7731.9,43,1943,83,11,30,10.2,26,22,GER,a70b8345
1,3,1,39.7,1.7,245,633,1084,112,40975.2,244,14420,462,14,553,15.8,183,22,GER,a92ab7be
0,2,0,3.0,-4.0,22,51,70,14,2408.0,20,1264,34,4,6,6.3,20,22,GER,a9a6fc08
2,6,0,41.9,-2.1,130,381,1050,173,32130.0,209,7816,385,17,787,17.5,89,22,GER,ad3389d5
0,0,0,1.0,0.0,4,14,37,6,1169.2,4,160,24,3,44,14.8,2,22,GER,b90c4a43
0,6,1,31.9,-1.1,117,310,976,162,28792.0,198,6553,349,14,1256,20.6,67,22,GER,bcb2ccd8
1,6,2,55.8,4.8,412,902,1448,91,56761.6,317,14867,528,11,855,18.6,184,22,GER,c1242d4e
0,0,0,1.7,-1.3,5,13,32,5,912.0,7,210,10,1,0,11.3,2,22,GER,c41f7379
1,2,1,11.3,-1.7,18,58,158,31,5024.4,49,1293,97,2,95,13.6,9,22,GER,c89e8aae
1,5,1,46.3,-4.7,92,235,773,152,21102.9,240,7368,447,17,569,15.4,71,22,GER,cbac6ec9
2,5,2,37.3,0.3,77,240,836,142,22990.0,185,6549,343,17,788,16.1,69,22,GER,cd59b9df
0,3,1,50.8,5.8,157,539,1001,146,34634.6,250,10650,426,19,705,16.4,121,22,GER,ce17b5eb
0,3,0,6.7,-0.3,10,22,92,22,2465.6,37,725,67,2,71,17.8,3,22,GER,d28339cb
0,4,0,42.0,2.0,165,370,873,135,28197.9,204,8588,413,31,444,14.8,103,22,GER,db401046
0,0,0,2.1,-0.9,3,14,59,9,1522.2,20,624,27,2,28,14.4,4,22,GER,dee3013b
0,0,0,0.7,-1.3,1,4,18,5,394.2,11,404,10,1,0,10.8,4,22,GER,f26dee6b
0,4,2,38.6,-4.4,154,360,654,106,23478.6,195,8736,310,13,474,15.8,104,23,GER,0a1cb833
0,3,0,33.7,-7.3,138,331,501,59,19038.0,133,7501,257,6,304,15.2,101,23,GER,0d55d942
0,3,0,11.6,-0.4,25,106,212,23,6932.4,48,2548,88,2,52,13.1,35,23,GER,0d8a37c2
1,4,0,37.4,1.4,175,423,827,119,27704.5,214,10528,324,20,656,16.4,136,23,GER,17376543
0,0,0,5.2,1.2,65,140,255,35,9001.5,58,2673,129,9,51,10.3,36,23,GER,1e43fad8
0,1,0,7.5,-3.5,39,86,162,24,5929.2,11,666,34,7,79,15.8,10,23,GER,37998008
1,1,1,30.0,3.0,79,201,883,91,46975.6,141,8037,266,14,873,31.200000000000003,68,23,GER,420c18a1
1,8,1,38.2,-5.8,127,323,902,136,28232.6,160,4976,344,30,458,13.9,49,23,GER,47064058
1,2,0,22.8,-3.2,109,351,472,96,19399.2,131,7702,223,31,622,17.3,106,23,GER,5c4bf6ba
0,2,0,19.8,-0.2,41,113,666,85,16383.6,101,2636,200,14,379,16.5,20,23,GER,663e080e
0,1,0,2.4,0.4,9,26,112,21,2912.0,18,421,34,2,70,17.5,3,23,GER,7d3e7da6
4,2,3,33.6,-7.4,102,267,887,92,27053.5,137,4548,346,15,145,12.1,38,23,GER,87436846
0,0,0,14.7,3.7,39,79,435,81,11658.0,69,1642,103,4,448,19.5,7,23,GER,8778c910
0,0,0,1.4,-0.6,4,10,41,7,1242.3,3,45,6,1,13,13.0,0,23,GER,8a6ab963
0,1,0,3.2,0.2,16,33,49,13,2038.4,12,603,15,3,66,16.5,8,23,GER,9b688ae1
1,8,3,53.1,-0.9,426,908,1146,70,51570.0,196,9839,417,24,2042,22.2,135,23,GER,9f941969
0,4,0,23.8,6.8,174,438,803,81,29309.5,118,6018,320,31,247,13.0,81,23,GER,a70b8345
0,4,0,32.5,-1.5,198,475,888,80,33122.4,160,9328,307,19,474,15.3,118,23,GER,a92ab7be
1,4,2,33.0,-3.0,89,279,683,103,22129.2,133,5040,274,18,216,13.5,59,23,GER,ad3389d5
2,6,0,39.0,-9.0,158,431,754,137,26767.0,170,8840,347,26,1096,18.9,116,23,GER,af104654
0,2,0,7.9,-4.1,24,60,278,35,7589.4,44,1540,91,8,356,19.8,15,23,GER,b56dd813
0,1,0,1.0,0.0,1,3,21,7,611.1,4,88,15,1,11,11.5,1,23,GER,b90c4a43
0,2,1,10.1,1.1,11,37,179,37,4725.6,36,1065,61,3,194,19.4,9,23,GER,bcb2ccd8
0,0,0,0.0,0.0,4,7,28,4,935.2,2,20,9,0,0,10.8,0,23,GER,bdedffac
0,0,0,10.7,-3.3,35,97,348,38,10057.2,48,1670,94,6,165,15.0,17,23,GER,c631f952
2,3,0,27.2,-6.8,98,212,599,98,17490.8,133,4867,260,6,529,18.9,51,23,GER,cbac6ec9
0,2,0,22.3,3.3,71,189,597,80,17671.2,128,4953,211,9,490,17.5,56,23,GER,cd59b9df
1,7,1,29.7,-5.3,62,256,486,102,17350.2,173,6141,311,14,246,13.7,55,23,GER,ce17b5eb
0,0,0,6.8,-1.2,18,43,224,43,5868.8,31,967,94,4,116,16.6,7,23,GER,d28339cb
0,4,1,30.5,-0.5,193,432,939,134,31926.0,208,9672,361,19,564,16.6,113,23,GER,db401046
1,0,0,10.1,1.1,40,97,126,17,5367.6,40,2400,80,6,24,12.2,34,23,GER,dc366c36
