id,Gls,Sh,SoT,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,G-xG,np:G-xG
b86fe156,1,21,4,0.05,0.25,26.4,1,0,0,0.9,0.9,0.1,0.1
4b5e7e90,0,2,1,0.0,0.0,10.5,0,0,0,0.1,0.1,-0.1,-0.1
61bd33d0,2,16,5,0.13,0.4,19.9,0,0,0,2.2,2.2,-0.2,-0.2
61bd33d0,0,13,3,0.0,0.0,20.0,0,0,0,1.0,1.0,-1.0,-1.0
26f2473f,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
3e5a168c,0,1,0,0.0,0.0,10.7,0,0,0,0.1,0.1,-0.1,-0.1
a0b4bb3e,3,25,7,0.12,0.43,16.8,2,0,0,5.1,5.1,-2.1,-2.1
000b3da6,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
6dce77a5,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
d2fa73e7,0,1,0,0.0,0.0,28.8,1,0,0,0.1,0.1,-0.1,-0.1
4737cebe,1,32,6,0.03,0.17,19.9,5,0,0,2.4,2.4,-1.4,-1.4
9038c2a1,2,32,9,0.06,0.22,20.6,3,0,0,3.2,3.2,-1.2,-1.2
0f134faf,0,4,1,0.0,0.0,20.8,0,0,0,0.1,0.1,-0.1,-0.1
4a537185,2,19,8,0.11,0.25,15.2,0,0,0,3.3,3.3,-1.3,-1.3
4c5b14d2,6,23,12,0.26,0.5,20.0,4,0,0,3.2,3.2,2.8,2.8
244f57b9,5,55,23,0.09,0.22,21.9,10,0,0,4.6,4.6,0.4,0.4
2a0c8ba4,4,58,17,0.07,0.24,24.4,9,0,0,2.6,2.6,1.4,1.4
d87e2cae,11,48,19,0.13,0.32,17.4,1,5,7,11.7,6.5,-0.7,-0.5
129dd8e7,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
9b337c7c,0,11,3,0.0,0.0,21.6,0,0,0,0.4,0.4,-0.4,-0.4
d83f09ff,0,2,0,0.0,0.0,15.5,0,0,0,0.1,0.1,-0.1,-0.1
9ba48d64,1,10,3,0.1,0.33,19.6,0,0,0,0.4,0.4,0.6,0.6
cfd8d664,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
84399660,5,43,20,0.12,0.25,14.7,0,0,0,6.6,6.6,-1.6,-1.6
1633fc8a,0,21,6,0.0,0.0,13.9,0,0,0,1.7,1.7,-1.7,-1.7
d79afcfc,2,14,2,0.07,0.5,23.1,4,1,1,2.0,1.2,0.0,-0.2
de7d40d6,0,6,1,0.0,0.0,14.3,0,0,0,0.5,0.5,-0.5,-0.5
7111d552,2,42,17,0.05,0.12,17.3,0,0,0,3.6,3.6,-1.6,-1.6
5b1bf5e3,1,5,0,0.0,0.0,20.5,1,1,1,1.1,0.3,-0.1,-0.3
d4931a5a,2,9,5,0.22,0.4,11.8,0,0,0,1.8,1.8,0.2,0.2
8455ad90,0,1,0,0.0,0.0,31.5,0,0,0,0.0,0.0,0.0,0.0
d717630e,0,3,1,0.0,0.0,17.7,0,0,0,0.1,0.1,-0.1,-0.1
1512328c,2,21,10,0.1,0.2,14.9,0,0,0,3.4,3.4,-1.4,-1.4
e897d8ba,3,43,16,0.07,0.19,13.6,0,0,0,5.6,5.6,-2.6,-2.6
8b8a56ce,0,13,3,0.0,0.0,14.0,0,0,0,0.9,0.9,-0.9,-0.9
e82d2807,1,4,1,0.25,1.0,17.9,0,0,0,0.2,0.2,0.8,0.8
55126f3b,3,21,6,0.14,0.5,20.9,1,0,0,1.5,1.5,1.5,1.5
cce181df,1,22,4,0.05,0.25,21.2,0,0,0,2.2,2.2,-1.2,-1.2
29e48848,0,4,2,0.0,0.0,24.1,0,0,0,0.1,0.1,-0.1,-0.1
6ce1f46f,0,30,9,0.0,0.0,25.2,0,0,0,1.4,1.4,-1.4,-1.4
b7c99b9b,1,17,4,0.06,0.25,13.0,1,0,0,1.7,1.7,-0.7,-0.7
bf12926c,0,10,2,0.0,0.0,23.2,0,0,0,0.3,0.3,-0.3,-0.3
8e088e04,0,2,0,0.0,0.0,16.1,0,0,0,0.1,0.1,-0.1,-0.1
ad6295d4,0,12,2,0.0,0.0,24.3,2,0,0,0.5,0.4,-0.5,-0.4
